3.01273e-28

Initial statistics: 625 variables; iteration 0; function evaluation 0
Function value   3.9769573e+01; maximum gradient component mag  -5.9319e+01
Var   Value    Gradient   |Var   Value    Gradient   |Var   Value    Gradient   
178  1.25596 -6.04490e-04 |179  1.45054 -6.74769e-04 |180 -0.50818 -1.62961e-05
181 -1.01186  1.08205e-03 |182  1.69612 -2.70141e-05 |183 -1.33413  4.02902e-04
184  1.50015 -4.55001e-04 |185 -1.19619  3.36958e-04 |186 -2.00536  5.15550e-04
187 -0.72638 -8.62476e-05 |188  2.74707  3.58389e-05 |189 -2.59400  8.59791e-04
190 -0.31944  7.39794e-04 |191  1.18791 -2.54670e-04 |192  1.03410 -1.73778e-04
193  1.37069  3.40536e-04 |194 -1.89007  6.35206e-05 |195  0.00114 -1.56057e-04
196  0.31760  1.27321e-04 |197 -3.01663  5.47538e-04 |198 -1.76749  1.87976e-04
199  1.43278 -1.30627e-04 |200  1.24782 -5.28741e-05 |201  2.15093  1.87166e-04
202  0.66098  3.20008e-04 |203  2.34300 -1.96230e-04 |204  3.82611 -9.48345e-04
205 -0.15106 -1.55141e-04 |206  1.75279 -2.45544e-05 |207  1.26118 -2.06702e-04
208 -0.40909 -7.17477e-05 |209 -0.46182 -4.50539e-04 |210  0.98944 -5.10418e-04
211  1.90598 -5.19086e-04 |212 -1.89754  1.41886e-04 |213  0.31651 -3.18672e-06
214  1.40831 -8.05665e-04 |215  1.56748 -1.04567e-03 |216 -1.49285  2.52882e-04
217 -2.57528  1.25979e-04 |218 -1.38430 -2.31212e-04 |219 -0.14493 -9.62398e-04
220 -0.56328  9.37788e-04 |221 -1.10068 -6.81751e-04 |222 -1.13475 -4.44335e-04
223 -0.84079  1.22636e-03 |224  4.24940 -7.43907e-04 |225 -0.73880 -7.36599e-05
226 -1.04821  1.40570e-03 |227  1.58500  1.99662e-04 |228  0.83780  6.77809e-04
229 -1.75886 -2.25184e-04 |230 -0.02127 -3.39121e-06 |231 -3.17229  6.06154e-04
232  4.33155 -4.18524e-04 |233  1.65321 -3.64981e-04 |234 -0.98167 -1.27836e-03
235  1.45255 -2.31538e-04 |236  0.71939 -2.30561e-04 |237  0.51746 -5.00531e-04
238 -1.56087  1.24444e-04 |239 -0.65112 -6.59772e-04 |240  1.67632 -1.20962e-03
241 -1.68497  1.24435e-04 |242 -3.63147  5.75767e-04 |243  1.41932 -3.43941e-04
244  2.58401 -1.01673e-03 |245  2.13157  3.36510e-04 |246 -0.95475  7.03574e-05
247 -0.61916 -4.50657e-05 |248 -0.29334  3.48382e-04 |249  0.43079 -7.89968e-04
250 -2.37371 -5.14462e-05 |251 -1.62447  4.22032e-04 |252  0.52037 -4.54252e-05
253  0.08978 -3.62188e-04 |254 -0.43233 -4.54214e-04 |255  0.13924  3.13273e-05
256  0.70106 -1.32429e-04 |257  0.10383 -2.28140e-04 |258  0.54222 -5.26788e-04
259 -1.38868  4.30000e-04 |260 -0.68584  7.68950e-05 |261 -1.30562  5.42393e-04
262 -0.35293 -4.19788e-04 |263  0.99010 -2.00059e-04 |264 -0.40572  2.21117e-04
265 -0.84110 -1.35809e-03 |266  2.68835 -6.51369e-04 |267 -2.21793  1.28558e-04
268  1.99953 -5.53431e-04 |269  1.61611 -8.43055e-04 |270 -2.21964  1.09610e-03
271  0.27637 -4.41624e-04 |272 -1.12477 -5.82667e-04 |273  0.24697 -3.54721e-04
274  1.41484 -3.32102e-04 |275  1.43317  4.82832e-05 |276 -0.50817  3.56454e-04
277  2.21930 -9.87275e-04 |278 -0.04341 -1.39153e-04 |279 -1.41488  3.23672e-04
280  2.19967 -8.19935e-04 |281 -1.03403 -1.12237e-04 |282 -3.26424  2.42210e-04
283  0.44628 -2.11853e-06 |284 -0.16164  3.36257e-04 |285  2.20939  3.35210e-04
286 -0.54067 -2.98628e-04 |287  2.89915 -2.96779e-04 |288 -1.13890 -5.76032e-04
289 -1.21942  7.87760e-04 |290  0.10013  9.44557e-05 |291 -0.24431  7.10798e-04
292  1.08457 -5.90181e-06 |293 -0.08510  5.38410e-04 |294  0.07257 -2.71423e-04
295 -1.25998  7.75981e-05 |296 -1.41270  2.99927e-04 |297 -0.89567 -1.16736e-04
298 -1.29131  1.01748e-03 |299  0.20611  2.68580e-04 |300  2.01869 -4.48046e-04
301 -1.18284 -4.53504e-04 |302  1.10517 -6.32943e-04 |303  1.47595  1.51851e-04
304  2.87166  1.53388e-04 |305  0.52166 -4.84063e-04 |306  0.50774  3.46198e-04
307 -0.56390  2.76772e-04 |308 -0.38935 -5.61485e-04 |309  0.57220  4.66310e-04
310 -5.02491  5.50753e-04 |311 -1.29830 -1.44031e-05 |312 -1.14961 -1.89623e-04
313  4.18423 -7.75987e-04 |314  2.08674 -9.47443e-05 |315 -0.67899  6.40987e-04
316 -5.23984  6.98198e-05 |317 -0.54895  4.67619e-04 |318  0.72535  2.28338e-04
319 -0.88535  9.01153e-04 |320 -0.31755 -2.59192e-04 |321  1.27342 -1.89043e-04
322 -0.48829  3.97373e-04 |323  3.77255 -5.15610e-04 |324  0.70710  2.28052e-04
325 -2.11324  5.98696e-05 |326 -0.21853  1.26372e-03 |327 -0.46205  5.62636e-04
328 -1.07976 -5.54048e-05 |329  2.24781 -4.09253e-04 |330 -0.54867  5.15622e-04
331  3.84415  7.51289e-05 |332  0.61527 -1.62567e-04 |333 -0.65411 -3.82098e-04
334  2.90379 -6.52712e-04 |335 -0.10710 -1.82732e-04 |336  0.02191 -1.83545e-04
337  2.61274 -8.36647e-04 |338  3.47082 -7.29498e-04 |339  1.79303 -1.19766e-03
340 -0.89488 -1.03024e-03 |341  2.53898 -1.35071e-04 |342  0.69049  3.16189e-04
343 -3.65245 -4.55285e-04 |344  0.48609 -5.29454e-04 |345 -1.15827  6.04766e-04
346 -0.52392  8.69631e-04 |347  2.00479 -1.11426e-03 |348  0.35613  1.32709e-03
349  1.46662 -7.03447e-04 |350  2.00401  1.47598e-04 |351  0.35646 -4.30688e-04
352  1.89359 -6.28342e-04 |353 -0.19871  1.76852e-04 |354 -0.50830  3.48477e-04
355  1.46601 -6.02061e-06 |356  2.91674 -4.54951e-04 |357 -2.14270  2.17315e-04
358  0.43229 -1.94672e-04 |359  2.95296 -2.20611e-04 |360  1.91907  3.87395e-04
361  3.23905 -5.68149e-04 |362  0.57600 -2.18841e-04 |363  2.21421  1.50634e-04
364 -1.91395  6.34519e-05 |365 -1.53666  3.42622e-04 |366  6.56076 -3.10694e-04
367  1.19622 -1.19101e-04 |368  2.21386  4.38913e-05 |369 -0.89459  2.71611e-04
370  1.04838 -6.54248e-04 |371  0.34650 -3.55390e-04 |372 -1.96567  1.15637e-03
373 -0.23926 -5.57905e-04 |374  3.05935  1.94249e-04 |375  1.62113  3.22548e-04
376  0.48857 -2.43596e-04 |377  2.12878 -3.88666e-04 |378 -1.89919 -1.79049e-04
379  0.84290  6.06576e-04 |380 -1.31015 -3.63900e-04 |381 -0.23320 -3.02505e-04
382 -0.91454  3.09360e-04 |383 -1.63595  2.52627e-04 |384  0.40775 -3.76230e-04
385 -4.32630  8.54227e-04 |386 -0.31929  8.04900e-04 |387 -4.87321  4.49753e-04
388  0.35172  3.26855e-04 |389 -0.69808 -5.72081e-04 |390 -0.41368 -2.63679e-04
391  1.59858 -1.47443e-04 |392 -1.16335  1.57056e-04 |393  3.81633  1.23074e-04
394  0.64057 -1.29505e-04 |395 -0.42459 -7.62738e-04 |396 -1.69563  1.51473e-04
397  0.80227 -2.09681e-04 |398 -1.53184  8.44576e-04 |399 -0.27040 -1.00576e-04
400  0.52142 -3.46475e-04 |401  1.20949 -5.90093e-04 |402  0.71615 -4.54748e-04
403 -4.09398  2.28851e-04 |404  0.70196  4.41563e-04 |405 -0.80157 -1.17436e-03
406  0.17658  6.98082e-05 |407  2.78406 -3.08916e-04 |408 -0.46255  7.06579e-04
409 -2.03797  5.35191e-04 |410 -1.68840  6.16368e-04 |411 -1.25298  1.72933e-04
412  0.90183  1.56262e-04 |413  1.04832  2.51139e-04 |414  2.14959  7.59500e-05
415 -0.92931  2.99695e-04 |416  0.25235 -4.26766e-04 |417  3.84847 -9.56533e-04
418 -3.35227  5.17264e-04 |419  0.65073  2.22769e-04 |420 -0.54393 -2.79341e-04
421 -0.95269  4.50924e-04 |422 -1.47312  3.81498e-04 |423  0.05864 -7.42534e-04
424  1.08645 -9.52807e-05 |425  1.52299  7.01454e-04 |426  1.80766 -2.71428e-04
427  0.31123  5.79405e-04 |428 -5.58388  3.94674e-04 |429  2.78420 -6.38442e-04
430 -1.67619 -4.95289e-04 |431 -0.13170  5.97539e-04 |432  0.78684 -5.28460e-04
433 -0.72133 -1.14044e-03 |434 -0.30417 -4.06674e-04 |435 -0.31774 -4.05916e-04
436 -0.96046 -3.77738e-04 |437 -0.13515  1.39726e-04 |438  1.68808 -4.31655e-04
439  0.24347 -3.81314e-04 |440  0.48712 -8.72937e-04 |441  0.94024  2.19605e-04
442  2.44606  2.32444e-04 |443  1.67445 -5.81892e-04 |444  0.57654  4.37508e-05
445 -1.42402  4.45046e-04 |446 -1.63597 -2.66685e-04 |447 -1.93746 -4.28707e-04
448 -1.20713  6.29236e-05 |449 -0.65907  2.07422e-04 |450  4.51991 -1.14252e-03
451  2.36496 -1.07534e-03 |452 -0.30946  7.84216e-04 |453  4.81040  2.46995e-04
454 -4.04096  9.10506e-04 |455  2.38479 -8.13916e-04 |456 -2.12615 -1.20098e-04
457 -2.06068  5.51306e-04 |458 -1.70722  1.04769e-05 |459  0.66947  4.35534e-04
460  3.50589  3.28553e-04 |461  2.26127  2.52818e-04 |462  0.47889  5.18145e-04
463 -0.38048 -6.15468e-04 |464 -1.61770  6.01711e-04 |465  2.37285  2.66559e-05
466  0.67217 -8.00903e-05 |467 -2.55742  1.22900e-04 |468  2.09932  5.16672e-04
469 -2.82595  4.91524e-04 |470  0.71132 -6.41077e-04 |471 -0.34233  8.55391e-04
472 -0.40783  5.64837e-04 |473  0.08577 -8.11958e-04 |474  0.99008  7.01576e-05
475 -2.01069  2.66572e-04 |476  1.95006 -2.61534e-04 |477 -0.62729 -3.34027e-04
478 -1.84460 -8.30072e-05 |479 -1.30286 -9.72325e-05 |480 -1.85079  7.97980e-04
481 -1.70894  1.91253e-04 |482 -3.69072  4.35407e-04 |483 -2.44673  3.34913e-04
484 -0.28331 -1.84143e-04 |485  0.13094 -5.44724e-05 |486 -2.70219  5.11190e-04
487  4.23510 -6.26019e-04 |488  0.62830 -8.76664e-05 |489  2.01601 -7.50188e-04
490  2.61362 -4.70976e-04 |491 -2.50507 -3.84305e-04 |492  2.57531  3.80291e-04
493  0.49506 -1.04310e-04 |494 -1.21761 -3.10793e-04 |495 -3.33052 -1.63483e-04
496  0.11583 -7.43807e-04 |497 -2.75576  1.32148e-04 |498 -0.41664  2.28457e-04
499 -1.30309  1.41708e-05 |500  1.32500  2.62188e-04 |501  0.77022  7.19398e-04
502  0.68149 -2.92672e-04 |503 -2.31774  2.81908e-04 |504 -0.72340 -9.93715e-06
505 -2.95581  6.61372e-04 |506 -1.24633  1.83684e-04 |507  3.37564 -1.23330e-04
508  2.93989 -8.98579e-04 |509 -3.53316 -1.24622e-04 |510 -0.36575 -7.87797e-04
511 -1.38215  1.85227e-04 |512 -2.02851  3.27202e-04 |513 -1.10577 -8.16041e-04
514 -0.02420 -6.57850e-04 |515  1.14794 -5.54383e-04 |516  1.33079 -2.32937e-04
517 -0.32493  4.39992e-05 |518  0.91909 -1.66167e-04 |519  0.06848  3.80570e-04
520 -1.67137  9.56221e-04 |521 -2.00726  2.01498e-04 |522 -4.21038 -6.71672e-04
523 -4.72355  7.67808e-04 |524  1.03787 -3.01846e-04 |525 -1.19683  7.06145e-04
526 -1.41069  1.26215e-03 |527 -1.05179  3.64571e-05 |528 -1.25945  3.02394e-04
529  1.39175 -3.40309e-04 |530 -1.36566 -2.50443e-04 |531  1.42155 -9.17061e-04
532  0.86310 -6.36195e-04 |533 -2.70909  5.68554e-04 |534 -0.40708  1.09246e-04
535 -2.31111 -3.71979e-04 |536 -0.85451 -5.81434e-04 |537 -1.34578 -3.92914e-04
538  2.60801  9.31394e-05 |539  0.06348 -1.52332e-04 |540  2.52538 -1.04129e-03
541 -3.26226  2.23847e-04 |542  1.25202 -1.25405e-04 |543  4.12808 -7.13508e-04
544 -1.36850  2.22614e-04 |545 -0.97420  7.17787e-04 |546 -0.02373  8.76769e-05
547 -3.49183 -4.53175e-04 |548 -1.28005  7.08804e-04 |549 -1.47535  5.60013e-05
550 -0.26510  2.82579e-04 |551 -1.06917  6.16210e-04 |552 -0.86722  1.46848e-04
553 -2.78170  5.65690e-04 |554  1.31512 -5.10379e-04 |555 -0.88597 -3.98260e-05
556  1.02954  4.77676e-04 |557 -3.29590  8.80060e-04 |558  0.38033  2.41461e-04
559 -1.00500  8.01528e-04 |560 -1.50012  3.97918e-04 |561  0.14323 -4.52668e-04
562 -1.24046  1.10027e-04 |563 -1.04171  2.22489e-05 |564 -0.24615  4.60343e-04
565 -0.13859 -5.70844e-04 |566  1.06440 -5.61583e-04 |567  1.20730  7.36929e-04
568 -2.01100  9.19260e-04 |569 -0.02356  5.71373e-04 |570 -0.63905 -5.26146e-04
571  0.72685 -1.89895e-04 |572  0.86677  3.27966e-04 |573  0.00359 -2.23988e-04
574 -0.45204  2.97903e-04 |575  1.62269 -2.42594e-05 |576 -1.16637  9.88933e-04
577  0.58139 -5.44642e-05 |578  2.16367 -1.39189e-04 |579  1.05250 -1.07960e-03
580  3.25638 -3.78431e-04 |581 -0.24707  3.29851e-04 |582 -3.94311 -3.14560e-04
583  1.08468 -1.89176e-04 |584  0.69808 -5.02109e-04 |585  3.04582 -8.96623e-04
586 -0.65802  5.95211e-04 |587  0.84389  1.95871e-04 |588 -2.09248  1.59496e-04
589  1.69602 -1.37918e-03 |590 -0.64061 -5.81484e-04 |591  0.27121 -5.30299e-04
592  0.12977 -1.89439e-04 |593  1.95579 -5.89057e-04 |594 -0.45999  1.13261e-04
595 -1.07391  5.46735e-04 |596 -1.40002  5.75368e-04 |597  0.49661 -4.51807e-04
598  0.10897  2.71968e-04 |599 -1.02781  2.13464e-04 |600  0.29355  2.97058e-04
601 -1.55534  2.73660e-04 |602 -3.00785 -3.64092e-06 |603  2.89573 -3.88882e-04
604 -3.97083 -6.40713e-05 |605  1.37039 -2.97039e-04 |606 -1.09231  4.14900e-04
607  3.43948 -2.56806e-04 |608  0.19247  4.17144e-05 |609 -1.43898 -2.19797e-04
610  0.17384  2.24439e-04 |611  1.44797 -7.92130e-04 |612  0.67259  1.54774e-04
613 -0.17461 -4.92283e-04 |614  1.98225 -8.36754e-04 |615 -0.90271 -3.41650e-04
616  2.64392 -2.95124e-04 |617 -1.58117  7.16331e-05 |618 -0.56021  2.49949e-04
619  0.27478 -2.84457e-04 |620  0.09713  3.45896e-04 |621  1.74592 -1.59728e-04
622 -0.23149  1.05982e-04 |623 -1.37939  5.54858e-04 |624 -2.37306  8.43241e-04
625 -0.22397 -3.67344e-04 |
1.82965e-29
1.5583e-29
1.98882e-29
1.68401e-29
2.80443e-29
2.35509e-29
2.96545e-29

 - final statistics:
625 variables; iteration 17; function evaluation 22
Function value   1.9862e-02; maximum gradient component mag   7.6381e-05
Exit code = 1;  converg criter   1.0000e-04
Var   Value    Gradient   |Var   Value    Gradient   |Var   Value    Gradient   
  1 -9.95762  1.94307e-05 |  2 -2.69228 -1.59151e-05 |  3 -8.01147 -1.08072e-05
  4 -4.27913  2.13423e-05 |  5 -2.46179  4.39530e-05 |  6  4.28192 -1.38756e-06
  7 -4.88381 -2.22626e-06 |  8-16.66144 -9.35228e-06 |  9-13.87452 -1.08131e-05
 10  2.03957 -1.61103e-05 | 11 -6.28623 -5.25099e-06 | 12 -8.88585  1.52386e-05
 13  8.07756  2.61105e-06 | 14  9.64961 -1.91540e-05 | 15 -7.23606  1.52852e-05
 16  0.44801  1.35786e-05 | 17  2.12319  2.55078e-06 | 18  0.93175  7.76306e-07
 19  5.19477  2.94210e-05 | 20-16.21087 -8.08856e-06 | 21 -5.37229  1.21725e-05
 22-23.44781  8.20329e-07 | 23  5.22627 -1.26745e-05 | 24 20.15984  1.23253e-06
 25 28.34509 -2.92005e-05 | 26 14.13511  7.59247e-06 | 27 26.00301 -2.87527e-05
 28  3.33456  3.49475e-06 | 29  4.82543 -1.35401e-05 | 30 -0.48579  3.83329e-06
 31 -5.96615  1.93004e-05 | 32 20.40682  1.06361e-05 | 33-24.79397  2.33814e-05
 34 10.26430  3.90582e-06 | 35 16.63945 -4.36405e-05 | 36 15.35030 -6.82582e-06
 37 -9.86118  2.79615e-05 | 38 16.35784 -3.21957e-05 | 39-16.63555  5.66003e-06
 40  4.05347  1.66333e-05 | 41 21.05512 -5.22532e-06 | 42-28.36179 -3.55252e-06
 43 13.59254  2.89846e-05 | 44  2.26001 -2.57593e-05 | 45 23.74598  2.72681e-05
 46 -8.59935 -2.87242e-05 | 47 31.89275  1.72064e-05 | 48  9.20823  1.03458e-05
 49  5.47775  3.41953e-05 | 50 -2.50706  3.43369e-05 | 51 -8.98282 -3.72196e-06
 52-11.20121  2.16424e-05 | 53-21.93950  4.60896e-05 | 54 -2.83202 -1.95845e-05
 55 -2.01865 -4.49716e-05 | 56  3.78855  2.74242e-05 | 57-22.49386  1.63475e-05
 58  0.39555  3.25171e-05 | 59  3.76656 -7.64942e-06 | 60-12.43483 -3.28195e-05
 61 -2.61306 -1.08088e-06 | 62 -6.03217  1.02775e-05 | 63  5.21276 -3.46284e-05
 64  7.62662  1.20790e-05 | 65-13.46305  3.24081e-05 | 66 -0.87989  6.68146e-06
 67 14.76505  1.61623e-05 | 68 17.00756  1.80618e-05 | 69 13.45711 -4.07537e-05
 70-18.17240  2.29673e-05 | 71  4.52007 -2.71901e-05 | 72 -0.75661  7.04240e-06
 73  3.72203  4.50912e-05 | 74 -3.98314 -2.86667e-06 | 75  5.33719  6.41538e-05
 76  0.05621  6.56319e-07 | 77  4.79574  3.02700e-05 | 78  4.45518 -3.40955e-05
 79  0.30400 -2.81571e-06 | 80  3.42540  3.13305e-05 | 81-13.12261 -3.45782e-06
 82  8.43544  1.12731e-05 | 83  1.02890 -1.55054e-05 | 84-26.13898  3.76632e-05
 85 10.54322  2.14256e-05 | 86  6.99877 -1.09290e-05 | 87 -2.81174 -3.22202e-05
 88 -1.38329 -1.44269e-05 | 89  7.26490  1.12119e-05 | 90  0.09606  3.74813e-06
 91  3.90559  1.20303e-06 | 92 -1.72463 -2.18826e-05 | 93 18.25255 -2.37347e-05
 94  4.54977 -6.89061e-06 | 95 25.73619 -2.27451e-05 | 96  3.45897  4.67206e-05
 97 -7.73306 -2.87841e-05 | 98 -9.53859  4.16784e-07 | 99  8.39141 -1.83923e-05
100 -1.27505 -1.27477e-05 |101-14.42796 -4.91713e-07 |102 -4.32022 -2.17708e-05
103  1.73891 -4.82607e-05 |104  3.17781  5.17410e-06 |105 -1.07871  2.34744e-05
106 -1.88604 -6.28053e-07 |107-10.94081  1.43426e-06 |108  4.08074 -2.02487e-05
109 17.16691  6.58018e-06 |110 -5.05589 -1.74813e-05 |111  0.42333  2.30830e-06
112 -5.02376  3.06442e-05 |113  9.41239 -2.81039e-05 |114  0.42651 -5.08311e-06
115 14.15932 -4.28766e-05 |116-16.76519 -1.08237e-05 |117 25.54623 -3.72592e-05
118 -5.89293  6.15194e-06 |119 -3.26978 -4.63010e-05 |120  8.86315  1.40807e-05
121 13.12580 -2.72495e-07 |122 11.44912 -6.47131e-06 |123  8.00466 -8.37759e-06
124  1.08332  2.14267e-05 |125 -8.40649 -1.77947e-05 |126 -2.70430 -2.31857e-05
127 -7.82874 -8.91962e-06 |128-12.21899 -1.26286e-05 |129 12.88864  3.15213e-06
130 -7.63254 -1.33361e-05 |131 22.81257  3.29255e-06 |132  7.20521  2.01252e-05
133  6.45288  9.23931e-06 |134 -5.77356  6.25470e-06 |135 -5.02248 -1.20913e-05
136-17.20269  1.13578e-05 |137 -1.61848  2.71145e-05 |138  8.52843 -2.82984e-05
139  1.78831  1.39179e-05 |140 -5.46557 -5.84781e-07 |141-10.83306 -9.27138e-06
142  1.32009 -8.31121e-06 |143 -9.51337  2.82519e-05 |144 10.95655 -4.30318e-05
145 10.00673 -7.55549e-06 |146 -7.00301 -5.77127e-06 |147-21.05863  2.51480e-05
148  2.60432 -2.30524e-06 |149-13.79687  3.04529e-05 |150  1.71101  1.64690e-05
151-11.50616 -5.79854e-06 |152 -9.34049 -3.57495e-06 |153  8.75696  4.96376e-05
154 -7.04055  6.87888e-06 |155 10.93937 -4.21351e-05 |156  9.92077 -2.23492e-06
157 14.23709 -6.21212e-06 |158  5.06904  8.73325e-06 |159 -6.30459 -3.47616e-05
160 21.87059 -6.88237e-06 |161-14.28996  2.01756e-05 |162 10.49997  1.07445e-05
163  6.99205  1.46856e-05 |164 -2.16433 -1.98702e-05 |165 -1.36877  2.82033e-06
166 11.70155  1.28560e-05 |167 -2.04078  3.40743e-05 |168-14.17123  2.46467e-06
169 -7.51240  1.49701e-05 |170 16.80301 -1.78434e-06 |171 21.81992 -4.11319e-05
172  9.91128  6.66171e-06 |173 -5.10039  2.57320e-05 |174  8.23766 -1.33631e-05
175  4.37986  6.19327e-06 |176 -2.76938  8.24677e-06 |177 -3.80567  1.85724e-05
178 10.20472  1.23611e-05 |179 11.49977 -2.49566e-05 |180 -2.70649 -1.56613e-05
181-11.95035  2.70535e-05 |182 10.45175  1.01020e-05 |183 -7.58210  2.65248e-05
184 11.56047 -2.40710e-06 |185 -8.16387 -2.74470e-06 |186-14.55222  2.23012e-06
187 -4.23899 -6.29720e-06 |188 13.80596 -5.90428e-06 |189-18.15068  1.43840e-05
190 -4.69193  1.43517e-05 |191  7.53056 -1.34124e-05 |192  6.73536  4.70648e-06
193  5.99136  1.43330e-05 |194-10.57146 -1.42587e-05 |195 -0.84887  1.02152e-06
196  1.18939  1.10000e-07 |197-16.64978  1.55336e-05 |198-11.81917  9.62553e-06
199  8.43384 -2.45233e-06 |200  8.53455  3.49517e-05 |201 14.51377 -1.76872e-05
202  2.10880 -1.56593e-05 |203 13.55655  9.57538e-06 |204 22.81422 -1.97570e-05
205 -0.04783 -3.93375e-05 |206 10.59887  7.22013e-06 |207  5.68650  3.64170e-06
208 -2.90470  2.26457e-05 |209 -3.00202 -1.43830e-05 |210  5.27880 -1.91086e-05
211 13.18500  3.60427e-06 |212-12.00571  2.19106e-05 |213 -0.20950 -8.95535e-06
214  8.27531 -9.17317e-07 |215  8.78634 -1.24595e-05 |216 -8.84990 -3.15276e-06
217-14.42301  2.73058e-06 |218 -8.80407  1.99887e-05 |219  0.80784 -5.33013e-05
220 -3.25828  2.61258e-05 |221 -4.73794 -5.40918e-05 |222 -7.03034  1.74503e-05
223 -6.30027  3.09406e-05 |224 23.75700  1.22887e-05 |225 -3.42507  2.69752e-05
226 -8.26042  2.28095e-05 |227  9.36751  2.12153e-05 |228  2.22125  5.61423e-05
229-11.41836 -1.07404e-05 |230 -0.00401 -4.16515e-05 |231-18.17142  2.02847e-05
232 23.70527 -1.96641e-06 |233  9.81250  1.67755e-05 |234 -1.21172 -4.21735e-05
235  6.98022  1.15473e-05 |236  5.35772  1.22430e-05 |237  5.40622 -1.01341e-05
238 -8.68332  2.73097e-05 |239 -5.27271 -2.31313e-05 |240  9.95245 -1.72941e-05
241-10.27211 -9.74626e-06 |242-21.69291  4.03562e-05 |243  7.13095  5.45040e-06
244 17.99554  1.06999e-05 |245 12.90421 -1.51992e-05 |246 -6.44941 -5.66779e-06
247 -7.01305  1.90737e-05 |248  1.16546  7.03503e-06 |249  3.84263 -2.52596e-05
250-12.50122  1.83531e-05 |251 -8.96265 -1.77815e-05 |252  3.94537  4.47770e-06
253  1.20452 -5.32167e-05 |254 -2.35012 -1.35322e-05 |255  0.02522 -8.66210e-06
256  4.68726 -1.76437e-05 |257 -0.04617 -8.51624e-06 |258  4.74180 -1.34923e-05
259-10.02251  4.03412e-05 |260 -5.14350  2.23543e-05 |261-10.82863  1.20970e-05
262  0.04077 -8.44330e-06 |263  6.17446 -4.23420e-06 |264 -5.58559  2.64192e-05
265 -2.22353 -6.28989e-05 |266 16.73314 -3.28326e-05 |267-14.72435 -4.49238e-05
268 11.40101 -1.54525e-05 |269 10.51246 -5.51800e-05 |270-14.58794  2.14494e-05
271  3.53819  1.08948e-05 |272 -5.57800 -1.65941e-05 |273  4.65503 -3.28468e-05
274  8.25763  5.19512e-06 |275  7.22365 -4.73937e-06 |276 -6.13879 -1.04090e-05
277 17.25941 -2.14190e-05 |278  0.39687 -1.07090e-05 |279 -8.75248  3.92852e-06
280 15.61530 -1.19470e-05 |281 -5.48735  3.01020e-07 |282-17.92780  1.09958e-05
283  2.37943 -1.60194e-06 |284 -1.49577  1.53186e-05 |285  9.90618 -1.27745e-05
286 -2.59434 -1.38215e-05 |287 17.45027  1.10558e-05 |288 -4.38572 -3.84035e-05
289-10.23386  2.01520e-05 |290  0.66444  1.09087e-05 |291 -4.46821  1.82765e-05
292  5.82132 -7.15771e-06 |293 -3.05273  1.69657e-05 |294  1.43394 -3.00511e-05
295 -7.20330  1.57784e-05 |296 -9.69304 -1.33473e-05 |297 -4.06088 -3.16813e-06
298-11.29784  3.20814e-05 |299  0.62208  2.12693e-05 |300 13.07445  7.69953e-07
301 -5.99151  2.84855e-06 |302  9.50321 -7.32924e-06 |303  7.21548  2.29339e-05
304 15.50691  4.78137e-06 |305  4.66357 -6.26042e-06 |306  0.02238  1.08963e-05
307 -3.44430  4.89042e-06 |308  1.81507 -1.04272e-05 |309  1.58529 -5.77801e-06
310-29.20111 -3.65058e-06 |311 -7.24134 -7.26637e-06 |312 -4.28664  3.36817e-06
313 26.02980 -1.30596e-05 |314 13.97414 -7.83907e-06 |315 -4.99989  1.88481e-05
316-27.36772  1.14315e-05 |317 -4.13554  2.48915e-05 |318  4.39555  8.16100e-06
319 -6.93765  3.08985e-05 |320 -2.55944 -3.55219e-06 |321  8.04360 -7.37164e-06
322 -2.11555  6.73246e-06 |323 21.13944  4.25970e-06 |324  4.12346  4.36925e-06
325-12.25928 -3.02763e-06 |326 -1.26610  2.49278e-05 |327 -2.70271  5.36195e-05
328 -5.07075 -6.82386e-06 |329 10.91010  2.88005e-06 |330 -3.85470  2.46497e-05
331 21.96070 -1.46364e-07 |332  2.43132  5.06176e-06 |333 -3.45975 -2.32831e-05
334 16.64602  1.50676e-05 |335 -2.66091  2.82663e-05 |336  0.08068 -7.97557e-06
337 17.04871 -4.31772e-05 |338 20.54397 -9.70341e-06 |339 11.32664 -4.58291e-06
340 -5.12661 -5.92527e-06 |341 14.49829  2.97188e-06 |342  1.89940  2.76965e-06
343-20.42327 -2.74949e-05 |344  3.03103  2.32712e-05 |345 -5.60511 -2.47190e-05
346 -7.09200  7.63815e-05 |347 10.65143 -3.94118e-05 |348 -0.05180  4.98897e-06
349  6.70944 -3.96657e-05 |350  9.12244 -1.40664e-05 |351  1.92070 -8.26217e-07
352 12.42327 -2.61112e-05 |353 -2.71529  1.23249e-05 |354 -3.94119  1.88797e-06
355  7.14078 -3.76309e-06 |356 17.55209 -2.43454e-06 |357-11.48355 -2.27176e-06
358  5.51029  7.54038e-06 |359 17.88847 -2.11267e-05 |360  9.42674 -3.31162e-06
361 21.85861 -1.86412e-07 |362  5.08944  8.83522e-06 |363 12.18229  1.73172e-05
364 -8.44964 -1.26426e-05 |365 -7.48148  2.66629e-06 |366 36.35161 -4.12554e-06
367  7.61933  1.01973e-05 |368 13.62612  8.57246e-06 |369 -3.94899  9.05064e-06
370  6.97203 -3.30971e-06 |371  3.29234 -3.10864e-05 |372-14.17913  2.53328e-05
