3.01273e-28

Initial statistics: 625 variables; iteration 0; function evaluation 0
Function value   3.9769573e+01; maximum gradient component mag  -5.9319e+01
Var   Value    Gradient   |Var   Value    Gradient   |Var   Value    Gradient   
373 -0.39506 -3.84010e-06 |374 16.83793  9.83050e-06 |375  5.62670  1.51241e-06
376  2.72475 -1.65979e-05 |377 13.29989 -1.19498e-06 |378 -8.46222  6.51922e-06
379  2.74192  2.30020e-05 |380 -5.66919 -2.24119e-05 |381 -0.46326 -1.68673e-05
382 -5.94471 -2.82520e-06 |383-10.43614 -5.58536e-06 |384  2.80297 -2.93929e-05
385-26.46981  3.04133e-05 |386 -5.53784  2.64106e-05 |387-28.06749  4.40396e-06
388  1.39232  2.78668e-05 |389 -1.20991 -2.50636e-05 |390 -1.32631 -2.36681e-05
391  9.62682  2.63399e-06 |392 -6.51750  1.37244e-05 |393 19.48946 -6.98996e-06
394  3.01141  1.83031e-06 |395 -0.02937 -2.96454e-05 |396-10.01252 -5.42600e-06
397  5.71887 -1.55135e-08 |398-12.87944  9.93789e-06 |399 -0.87343 -1.64776e-05
400  3.75587 -2.74849e-05 |401  6.90887 -8.88133e-06 |402  6.74394  1.05606e-05
403-22.86684  2.31193e-05 |404  2.19465 -1.65752e-05 |405  0.02611 -6.30913e-05
406 -1.27040  5.69284e-06 |407 17.46077 -4.13403e-06 |408 -4.33949  3.40036e-05
409-12.09320  4.39353e-06 |410-10.85693  1.38012e-05 |411 -6.04351  1.79510e-05
412  4.20523 -1.44348e-07 |413  5.65837  1.38258e-05 |414 14.87399  1.19649e-05
415 -4.99933 -2.41175e-05 |416  2.62693 -2.95769e-05 |417 26.25021 -8.91519e-06
418-18.67707  1.34396e-05 |419  2.83682 -2.51620e-05 |420 -3.70762  6.81022e-06
421 -6.88726 -5.29979e-06 |422 -7.01162  1.72003e-05 |423  1.11740 -1.23490e-05
424  8.24595 -4.77585e-06 |425  5.63745  4.52964e-05 |426 13.12868 -1.59890e-05
427 -0.97805  1.08539e-05 |428-31.27326  1.93475e-06 |429 17.95969  1.06693e-05
430 -6.48467 -1.15849e-05 |431 -3.25191 -3.28242e-06 |432  5.98215 -1.00317e-05
433 -0.62282 -3.99209e-05 |434 -1.10199 -7.21723e-06 |435 -0.47892  1.13885e-05
436 -3.52209 -7.67206e-07 |437 -1.43055  3.23661e-06 |438 10.13887 -4.36809e-06
439  1.37578 -7.83109e-06 |440  3.27921 -2.49052e-05 |441  4.16615  1.10901e-05
442 12.69085  8.13051e-06 |443 10.67189 -1.42021e-05 |444  2.03885  1.43197e-05
445 -7.24471 -4.89577e-06 |446 -8.18653  4.56716e-06 |447-10.99108 -1.37154e-05
448 -4.82708 -6.69421e-06 |449 -6.48303 -3.56022e-06 |450 28.85822 -4.34327e-05
451 14.19009 -1.40303e-05 |452 -4.99107  5.32271e-05 |453 24.34113  1.74342e-05
454-24.38771  7.67898e-06 |455 14.13884 -4.23433e-05 |456-11.08190  4.83256e-06
457-11.93683  1.05075e-05 |458 -8.39206 -1.05988e-05 |459  3.43092  1.37215e-05
460 19.48668  2.56613e-05 |461 12.29557  1.17396e-05 |462  0.39044 -7.70513e-06
463  0.22384 -1.71577e-05 |464 -8.34177  1.51355e-05 |465 15.43410 -2.14221e-05
466  4.02933 -8.83226e-06 |467-14.16059  5.67154e-06 |468 10.52622 -1.09673e-06
469-15.69160  1.40820e-06 |470  3.41503 -1.97569e-05 |471 -3.79556  4.80791e-05
472 -1.39679 -8.10848e-06 |473  1.40781 -1.15874e-05 |474  6.26265 -2.14759e-05
475-12.06546  9.39401e-06 |476 12.84154 -3.85117e-06 |477 -1.98529 -2.73789e-05
478-10.34889  4.33544e-06 |479 -7.36762 -7.60065e-06 |480-13.96477  2.17397e-06
481 -9.55272  8.47026e-06 |482-22.25710  6.71106e-06 |483-14.18729  2.14760e-05
484 -1.89548 -2.01546e-05 |485  0.09050 -1.39919e-05 |486-17.19254  1.05941e-05
487 26.20357  1.09876e-05 |488  4.28483  6.25193e-06 |489 13.52666 -1.75419e-05
490 15.47589 -3.33511e-06 |491-11.37469 -1.01985e-05 |492 11.63947  8.89355e-06
493  2.89393  1.53803e-05 |494 -5.67828 -1.99582e-05 |495-16.60434  3.18432e-06
496  3.58592 -4.26809e-05 |497-14.82033  2.35202e-05 |498 -2.27687  9.79973e-06
499 -7.58844  1.53573e-05 |500  5.46127  1.39918e-05 |501  4.86203  1.77748e-05
502  6.11997 -1.55427e-05 |503-13.26255  1.45798e-06 |504 -5.43520  3.50334e-06
505-17.82242  2.97163e-05 |506 -6.12356  1.21637e-05 |507 17.29011  6.82638e-06
508 19.11764 -1.20183e-05 |509-19.52688  2.74756e-06 |510 -1.54066 -3.53793e-05
511 -9.57453 -1.14594e-05 |512-12.09446  1.86150e-05 |513 -3.06568 -3.34466e-05
514  0.13348 -6.76646e-06 |515  6.02659  1.90116e-05 |516  9.21392  8.10674e-06
517 -1.85361  2.22005e-06 |518  4.03880  1.08938e-05 |519 -3.04178  1.31900e-05
520-10.46822  1.75373e-05 |521-12.02011  2.33208e-06 |522-22.24518 -4.31888e-06
523-26.39112  1.19517e-05 |524  6.05547  1.44619e-05 |525-10.59961  9.47448e-06
526-10.50165  2.02481e-05 |527 -5.74327  9.46499e-06 |528 -8.47345  1.40980e-05
529  7.10978 -1.09483e-05 |530 -5.85312 -1.27083e-05 |531 13.80152 -1.02243e-05
532  5.98355 -1.19774e-05 |533-18.06347  1.46517e-05 |534 -3.96728  7.39597e-06
535-11.69540  7.36726e-06 |536 -1.71410 -6.60890e-06 |537 -6.52499 -2.00257e-05
538 13.05894  1.58402e-05 |539 -1.06201  5.49007e-06 |540 15.68696 -8.43731e-06
541-18.53129 -3.26388e-06 |542  7.02919  1.43024e-07 |543 23.67129 -1.27394e-05
544 -8.84291  1.58049e-05 |545 -4.91318  8.84398e-06 |546 -1.47889  8.37468e-06
547-19.16616 -7.63209e-06 |548 -8.17125  7.78031e-07 |549-11.50411 -1.08859e-05
550 -2.32611  1.43222e-05 |551 -9.09756  2.90665e-05 |552 -5.71231  1.63143e-05
553-16.74367  4.89496e-05 |554  9.37172 -2.96921e-05 |555 -5.82898 -3.39896e-05
556  4.31902  3.50428e-05 |557-21.66419  1.81807e-05 |558  0.84375  2.69886e-05
559 -9.72787 -2.95058e-06 |560 -8.83021  6.47211e-07 |561  2.47286 -6.56874e-06
562 -7.87027 -3.51851e-06 |563 -5.69150 -1.63590e-06 |564 -3.20266  2.04203e-06
565  3.64649 -5.28876e-06 |566  7.15669 -2.45573e-05 |567  3.35508  3.43145e-05
568-14.20751  3.03174e-05 |569 -2.30133  1.41905e-05 |570 -1.74755 -5.07910e-06
571  6.39791 -2.58089e-06 |572  4.67891  2.65302e-05 |573 -0.27526  8.63123e-07
574 -2.04754  3.04033e-06 |575 10.18651  4.07916e-05 |576 -6.60869  2.23790e-05
577  4.09068 -2.28334e-06 |578 13.65829  1.73954e-05 |579 10.24692 -1.89151e-05
580 21.16106 -1.48141e-05 |581 -1.66994  1.46188e-05 |582-20.55701 -2.15207e-06
583  6.11115  1.50571e-05 |584  4.11373 -1.54756e-05 |585 18.74860 -1.32816e-05
586 -7.38489  1.16849e-05 |587  3.41388  8.20201e-06 |588-12.30074  1.15134e-05
589 13.63258 -1.89510e-05 |590 -5.51875 -1.29634e-05 |591  3.50484 -2.13462e-05
592  2.00139  7.10887e-06 |593 12.09437  7.28630e-06 |594 -4.93589  5.02045e-06
595 -4.86551  6.09418e-06 |596-11.59221 -8.38927e-07 |597  2.51788  1.39453e-05
598  0.79845 -8.58007e-06 |599 -9.65518  4.01343e-06 |600  0.68186  2.32324e-05
601 -7.98200 -2.98695e-06 |602-16.84338 -3.05362e-05 |603 17.72433 -8.61402e-06
604-21.60450 -5.50427e-06 |605  9.60073 -7.28007e-06 |606 -7.27328  1.42616e-05
607 19.88330  6.02166e-06 |608 -0.27330  7.56728e-06 |609 -6.94781 -6.89453e-06
610 -1.60632 -2.16751e-05 |611 12.21631 -9.36290e-06 |612  3.26546  2.97772e-05
613  0.76301 -2.50662e-05 |614 14.73939 -7.08912e-06 |615 -5.21201 -6.25582e-06
616 15.80614 -6.21898e-06 |617 -8.37976 -9.33015e-07 |618 -3.90565  2.76978e-05
619  1.47377 -3.11822e-05 |620 -0.09589  1.91861e-05 |621  8.83692 -3.58596e-05
622 -2.33495  2.06100e-05 |623 -9.06225  1.39568e-05 |624-17.47904  3.81268e-05
625  0.34617  5.41253e-06 |
2.96545e-29
2.96545e-29
Estimating row 1 out of 625 for hessian
2.9475e-29
2.97247e-29
2.62995e-29
2.35812e-29
Estimating row 2 out of 625 for hessian
2.97185e-29
2.60187e-29
3.05601e-29
2.51148e-29
Estimating row 3 out of 625 for hessian
2.33345e-29
2.65257e-29
2.80186e-29
3.13322e-29
Estimating row 4 out of 625 for hessian
2.80155e-29
2.96229e-29
3.89957e-29
2.97023e-29
Estimating row 5 out of 625 for hessian
3.19982e-29
3.51807e-29
2.63067e-29
2.97971e-29
Estimating row 6 out of 625 for hessian
2.70766e-29
4.1286e-29
3.30298e-29
2.32126e-29
Estimating row 7 out of 625 for hessian
2.79703e-29
2.73921e-29
2.86246e-29
3.04831e-29
Estimating row 8 out of 625 for hessian
2.63593e-29
3.1536e-29
4.34619e-29
2.43628e-29
Estimating row 9 out of 625 for hessian
3.12604e-29
2.9989e-29
3.11766e-29
3.64125e-29
Estimating row 10 out of 625 for hessian
2.46724e-29
2.37865e-29
2.47013e-29
3.19556e-29
Estimating row 11 out of 625 for hessian
3.07102e-29
2.68526e-29
3.31212e-29
2.79842e-29
Estimating row 12 out of 625 for hessian
2.61798e-29
2.47639e-29
3.24119e-29
3.59524e-29
Estimating row 13 out of 625 for hessian
2.60439e-29
2.92762e-29
2.77231e-29
3.41595e-29
Estimating row 14 out of 625 for hessian
3.28345e-29
2.98342e-29
2.60016e-29
2.75822e-29
Estimating row 15 out of 625 for hessian
3.03018e-29
3.13091e-29
2.20047e-29
2.42306e-29
Estimating row 16 out of 625 for hessian
2.76072e-29
2.95876e-29
3.20539e-29
2.85493e-29
Estimating row 17 out of 625 for hessian
2.75886e-29
2.50908e-29
2.8834e-29
2.74759e-29
Estimating row 18 out of 625 for hessian
4.04037e-29
2.762e-29
2.38486e-29
2.61374e-29
Estimating row 19 out of 625 for hessian
2.09592e-29
2.77487e-29
2.74504e-29
3.07115e-29
Estimating row 20 out of 625 for hessian
3.08528e-29
3.28534e-29
3.74355e-29
3.35249e-29
Estimating row 21 out of 625 for hessian
2.51383e-29
4.25037e-29
2.8906e-29
3.05361e-29
Estimating row 22 out of 625 for hessian
3.14725e-29
2.70387e-29
2.6184e-29
3.35085e-29
Estimating row 23 out of 625 for hessian
2.73118e-29
2.98963e-29
2.35935e-29
3.09908e-29
Estimating row 24 out of 625 for hessian
3.35966e-29
3.24228e-29
2.78056e-29
2.554e-29
Estimating row 25 out of 625 for hessian
3.25164e-29
2.91025e-29
2.80929e-29
3.06481e-29
Estimating row 26 out of 625 for hessian
3.61696e-29
2.70479e-29
3.17736e-29
3.03196e-29
Estimating row 27 out of 625 for hessian
3.55781e-29
2.63554e-29
2.62524e-29
3.35127e-29
Estimating row 28 out of 625 for hessian
5.26975e-29
3.69698e-29
3.27088e-29
2.91198e-29
Estimating row 29 out of 625 for hessian
2.64152e-29
2.64014e-29
3.53685e-29
2.86118e-29
Estimating row 30 out of 625 for hessian
3.27156e-29
3.38536e-29
3.68668e-29
3.22013e-29
Estimating row 31 out of 625 for hessian
3.02264e-29
3.09664e-29
2.99903e-29
2.98794e-29
Estimating row 32 out of 625 for hessian
2.93334e-29
2.85777e-29
2.6334e-29
2.80141e-29
Estimating row 33 out of 625 for hessian
3.11663e-29
3.02554e-29
3.34737e-29
3.1014e-29
Estimating row 34 out of 625 for hessian
3.21062e-29
2.83483e-29
2.89025e-29
3.49173e-29
Estimating row 35 out of 625 for hessian
2.71643e-29
3.00747e-29
3.61324e-29
2.59977e-29
Estimating row 36 out of 625 for hessian
3.26233e-29
3.242e-29
3.93339e-29
2.7307e-29
Estimating row 37 out of 625 for hessian
2.49677e-29
2.88465e-29
3.49945e-29
3.3962e-29
Estimating row 38 out of 625 for hessian
3.20035e-29
2.86359e-29
3.42354e-29
2.80783e-29
Estimating row 39 out of 625 for hessian
4.2742e-29
4.31305e-29
3.01806e-29
3.77144e-29
Estimating row 40 out of 625 for hessian
3.26847e-29
3.68087e-29
3.86956e-29
2.82191e-29
Estimating row 41 out of 625 for hessian
2.9426e-29
3.97662e-29
2.79148e-29
2.79628e-29
Estimating row 42 out of 625 for hessian
3.20329e-29
3.49046e-29
3.08539e-29
2.93898e-29
Estimating row 43 out of 625 for hessian
2.80004e-29
2.65936e-29
3.63037e-29
3.05794e-29
Estimating row 44 out of 625 for hessian
3.07464e-29
2.39427e-29
3.05187e-29
3.59249e-29
Estimating row 45 out of 625 for hessian
2.57769e-29
3.16175e-29
3.35543e-29
2.85094e-29
Estimating row 46 out of 625 for hessian
3.37852e-29
3.89105e-29
2.75718e-29
3.02395e-29
Estimating row 47 out of 625 for hessian
3.65455e-29
3.68409e-29
4.31512e-29
2.94239e-29
Estimating row 48 out of 625 for hessian
3.18958e-29
2.6985e-29
2.78768e-29
3.18519e-29
Estimating row 49 out of 625 for hessian
2.63842e-29
2.97244e-29
2.37261e-29
2.783e-29
Estimating row 50 out of 625 for hessian
3.11949e-29
4.01163e-29
3.13786e-29
3.08602e-29
Estimating row 51 out of 625 for hessian
2.91417e-29
3.87215e-29
2.80971e-29
2.89014e-29
Estimating row 52 out of 625 for hessian
2.61548e-29
3.73708e-29
3.15794e-29
2.83798e-29
Estimating row 53 out of 625 for hessian
2.835e-29
3.23905e-29
3.38796e-29
2.55499e-29
Estimating row 54 out of 625 for hessian
2.73809e-29
3.83124e-29
2.80323e-29
3.34795e-29
Estimating row 55 out of 625 for hessian
3.21094e-29
3.68964e-29
3.5294e-29
2.94231e-29
Estimating row 56 out of 625 for hessian
2.79212e-29
3.59899e-29
3.00391e-29
3.69168e-29
Estimating row 57 out of 625 for hessian
2.72375e-29
3.64728e-29
2.51697e-29
3.05895e-29
Estimating row 58 out of 625 for hessian
2.66083e-29
3.31143e-29
3.70218e-29
3.25505e-29
Estimating row 59 out of 625 for hessian
2.8703e-29
2.47224e-29
3.11424e-29
3.38946e-29
Estimating row 60 out of 625 for hessian
2.33747e-29
2.94604e-29
3.23654e-29
3.00425e-29
Estimating row 61 out of 625 for hessian
2.69226e-29
3.22049e-29
2.8157e-29
2.9064e-29
Estimating row 62 out of 625 for hessian
4.43774e-29
3.86034e-29
3.11783e-29
3.54426e-29
Estimating row 63 out of 625 for hessian
2.66535e-29
3.07437e-29
3.19799e-29
3.12291e-29
Estimating row 64 out of 625 for hessian
3.52922e-29
2.30378e-29
3.57575e-29
2.83817e-29
Estimating row 65 out of 625 for hessian
4.34802e-29
2.34904e-29
2.79613e-29
2.77892e-29
Estimating row 66 out of 625 for hessian
3.24105e-29
2.79073e-29
2.02947e-29
3.47203e-29
Estimating row 67 out of 625 for hessian
2.59892e-29
2.45514e-29
2.37092e-29
2.53788e-29
Estimating row 68 out of 625 for hessian
4.57328e-29
3.34109e-29
2.5768e-29
3.61601e-29
Estimating row 69 out of 625 for hessian
2.44703e-29
3.33438e-29
3.45881e-29
2.34101e-29
Estimating row 70 out of 625 for hessian
3.92102e-29
3.52947e-29
2.77131e-29
2.69958e-29
Estimating row 71 out of 625 for hessian
2.64518e-29
3.4787e-29
2.15652e-29
3.12338e-29
Estimating row 72 out of 625 for hessian
2.84025e-29
2.5265e-29
3.62869e-29
3.74265e-29
Estimating row 73 out of 625 for hessian
3.33032e-29
3.19784e-29
3.27095e-29
3.17399e-29
Estimating row 74 out of 625 for hessian
3.07414e-29
4.04765e-29
3.18829e-29
2.85905e-29
Estimating row 75 out of 625 for hessian
3.71099e-29
2.89728e-29
2.70635e-29
2.36358e-29
Estimating row 76 out of 625 for hessian
2.80065e-29
3.30023e-29
2.79644e-29
2.12475e-29
Estimating row 77 out of 625 for hessian
2.9239e-29
2.50865e-29
3.42465e-29
3.33081e-29
Estimating row 78 out of 625 for hessian
4.00051e-29
2.76629e-29
2.5698e-29
4.32446e-29
Estimating row 79 out of 625 for hessian
3.52188e-29
3.32276e-29
3.26751e-29
3.36359e-29
Estimating row 80 out of 625 for hessian
3.31879e-29
3.19492e-29
2.84863e-29
2.82854e-29
Estimating row 81 out of 625 for hessian
2.30601e-29
2.61184e-29
3.11149e-29
3.36485e-29
Estimating row 82 out of 625 for hessian
3.07263e-29
3.05746e-29
3.13597e-29
3.65417e-29
Estimating row 83 out of 625 for hessian
3.65668e-29
3.01856e-29
3.49762e-29
3.07916e-29
Estimating row 84 out of 625 for hessian
2.54401e-29
2.72668e-29
3.08487e-29
3.1845e-29
Estimating row 85 out of 625 for hessian
2.5199e-29
3.20283e-29
3.07377e-29
3.33043e-29
Estimating row 86 out of 625 for hessian
3.36904e-29
2.94099e-29
3.89713e-29
2.35462e-29
Estimating row 87 out of 625 for hessian
3.39085e-29
2.78431e-29
3.62827e-29
3.63811e-29
Estimating row 88 out of 625 for hessian
3.45836e-29
2.9934e-29
3.80963e-29
3.0995e-29
Estimating row 89 out of 625 for hessian
3.42024e-29
3.38073e-29
4.02152e-29
2.9331e-29
Estimating row 90 out of 625 for hessian
2.50755e-29
3.50062e-29
3.12686e-29
4.09663e-29
Estimating row 91 out of 625 for hessian
2.47639e-29
3.6057e-29
2.49644e-29
2.83911e-29
Estimating row 92 out of 625 for hessian
2.89384e-29
2.70748e-29
3.73615e-29
2.87248e-29
Estimating row 93 out of 625 for hessian
3.09838e-29
3.30932e-29
3.24976e-29
2.94351e-29
Estimating row 94 out of 625 for hessian
2.50453e-29
3.36795e-29
3.60643e-29
2.66389e-29
Estimating row 95 out of 625 for hessian
2.77377e-29
3.22011e-29
3.15911e-29
3.06806e-29
Estimating row 96 out of 625 for hessian
3.75342e-29
2.22936e-29
3.64138e-29
3.58997e-29
Estimating row 97 out of 625 for hessian
3.36196e-29
2.84594e-29
4.09018e-29
2.73435e-29
Estimating row 98 out of 625 for hessian
2.76054e-29
2.82607e-29
2.94418e-29
3.15739e-29
Estimating row 99 out of 625 for hessian
3.55606e-29
2.79818e-29
3.05076e-29
2.52452e-29
Estimating row 100 out of 625 for hessian
2.72182e-29
2.49741e-29
2.53256e-29
3.09878e-29
Estimating row 101 out of 625 for hessian
4.26935e-29
4.01623e-29
3.37033e-29
3.47788e-29
Estimating row 102 out of 625 for hessian
2.7676e-29
3.01068e-29
3.87373e-29
3.00113e-29
Estimating row 103 out of 625 for hessian
3.28797e-29
2.58012e-29
3.08427e-29
3.57857e-29
Estimating row 104 out of 625 for hessian
3.57962e-29
3.68528e-29
3.34979e-29
2.57912e-29
Estimating row 105 out of 625 for hessian
2.98373e-29
3.18361e-29
3.64219e-29
2.76921e-29
Estimating row 106 out of 625 for hessian
2.94761e-29
2.61315e-29
3.08091e-29
3.70833e-29
Estimating row 107 out of 625 for hessian
2.64197e-29
2.62485e-29
2.47497e-29
2.76137e-29
Estimating row 108 out of 625 for hessian
2.95931e-29
3.1394e-29
3.25765e-29
3.28732e-29
Estimating row 109 out of 625 for hessian
2.75618e-29
2.8953e-29
3.60283e-29
3.45907e-29
Estimating row 110 out of 625 for hessian
3.3596e-29
3.48841e-29
3.00086e-29
2.78039e-29
Estimating row 111 out of 625 for hessian
3.57998e-29
3.71438e-29
2.99057e-29
3.98496e-29
Estimating row 112 out of 625 for hessian
3.27745e-29
4.03841e-29
2.96158e-29
3.03645e-29
Estimating row 113 out of 625 for hessian
3.12166e-29
2.55939e-29
2.79653e-29
3.45227e-29
Estimating row 114 out of 625 for hessian
3.51675e-29
2.30777e-29
2.96948e-29
3.85519e-29
Estimating row 115 out of 625 for hessian
2.79183e-29
4.952e-29
2.736e-29
3.77285e-29
Estimating row 116 out of 625 for hessian
3.30642e-29
2.26624e-29
3.14488e-29
2.98115e-29
Estimating row 117 out of 625 for hessian
2.48079e-29
4.64028e-29
2.89753e-29
3.22495e-29
Estimating row 118 out of 625 for hessian
3.72298e-29
3.34247e-29
2.95702e-29
4.14272e-29
Estimating row 119 out of 625 for hessian
2.63777e-29
3.25599e-29
2.41864e-29
3.46957e-29
Estimating row 120 out of 625 for hessian
2.93881e-29
3.78321e-29
3.34947e-29
3.23433e-29
Estimating row 121 out of 625 for hessian
2.80821e-29
2.47625e-29
2.60659e-29
3.23099e-29
Estimating row 122 out of 625 for hessian
2.47687e-29
2.64936e-29
2.47914e-29
2.97537e-29
Estimating row 123 out of 625 for hessian
2.68282e-29
3.12868e-29
3.05681e-29
2.69879e-29
Estimating row 124 out of 625 for hessian
2.55743e-29
2.61885e-29
2.66071e-29
3.02625e-29
Estimating row 125 out of 625 for hessian
2.54804e-29
2.48618e-29
3.4976e-29
3.28694e-29
Estimating row 126 out of 625 for hessian
2.89705e-29
2.94407e-29
3.3259e-29
3.41415e-29
Estimating row 127 out of 625 for hessian
2.74357e-29
3.47243e-29
2.29779e-29
3.04138e-29
Estimating row 128 out of 625 for hessian
3.62845e-29
3.47679e-29
2.27764e-29
3.14512e-29
Estimating row 129 out of 625 for hessian
2.47825e-29
2.87895e-29
3.79166e-29
2.94632e-29
Estimating row 130 out of 625 for hessian
3.70252e-29
3.30409e-29
2.68818e-29
3.53454e-29
Estimating row 131 out of 625 for hessian
2.43893e-29
2.73315e-29
3.86063e-29
2.5596e-29
Estimating row 132 out of 625 for hessian
2.59791e-29
3.1518e-29
3.16021e-29
2.89558e-29
Estimating row 133 out of 625 for hessian
2.76304e-29
2.226e-29
3.12827e-29
2.87709e-29
Estimating row 134 out of 625 for hessian
2.98126e-29
2.94277e-29
2.97868e-29
2.68642e-29
Estimating row 135 out of 625 for hessian
2.90498e-29
2.86595e-29
2.28871e-29
2.94389e-29
Estimating row 136 out of 625 for hessian
2.7601e-29
3.0265e-29
3.02335e-29
2.83186e-29
Estimating row 137 out of 625 for hessian
2.44413e-29
2.63865e-29
2.92704e-29
3.49375e-29
Estimating row 138 out of 625 for hessian
2.92201e-29
2.27326e-29
3.24029e-29
3.53414e-29
Estimating row 139 out of 625 for hessian
2.7053e-29
2.81712e-29
3.48008e-29
2.61606e-29
Estimating row 140 out of 625 for hessian
2.28227e-29
2.91121e-29
3.22251e-29
2.99557e-29
Estimating row 141 out of 625 for hessian
3.12062e-29
2.77468e-29
3.56039e-29
3.07901e-29
Estimating row 142 out of 625 for hessian
3.07308e-29
2.47383e-29
3.53262e-29
4.00231e-29
Estimating row 143 out of 625 for hessian
2.48642e-29
2.43202e-29
2.76458e-29
3.47263e-29
Estimating row 144 out of 625 for hessian
3.66981e-29
2.92609e-29
3.59161e-29
2.55606e-29
Estimating row 145 out of 625 for hessian
3.18212e-29
3.21992e-29
3.15491e-29
2.72434e-29
Estimating row 146 out of 625 for hessian
2.77092e-29
3.88376e-29
2.8854e-29
2.97389e-29
Estimating row 147 out of 625 for hessian
3.32983e-29
3.25105e-29
2.78352e-29
3.21172e-29
Estimating row 148 out of 625 for hessian
3.63048e-29
3.50879e-29
2.98849e-29
2.86887e-29
Estimating row 149 out of 625 for hessian
3.13305e-29
3.03498e-29
3.46355e-29
3.59375e-29
Estimating row 150 out of 625 for hessian
2.54038e-29
2.99247e-29
2.50352e-29
3.14156e-29
Estimating row 151 out of 625 for hessian
3.18666e-29
3.01342e-29
3.20778e-29
3.34249e-29
Estimating row 152 out of 625 for hessian
2.56587e-29
3.96346e-29
3.4379e-29
2.51036e-29
Estimating row 153 out of 625 for hessian
3.50212e-29
3.50034e-29
2.50967e-29
3.06607e-29
Estimating row 154 out of 625 for hessian
3.42873e-29
4.39882e-29
3.14929e-29
3.12496e-29
Estimating row 155 out of 625 for hessian
3.35901e-29
2.54021e-29
2.53023e-29
2.66252e-29
Estimating row 156 out of 625 for hessian
3.26912e-29
2.73202e-29
3.67278e-29
2.63343e-29
Estimating row 157 out of 625 for hessian
3.66053e-29
2.67018e-29
2.69334e-29
3.67619e-29
Estimating row 158 out of 625 for hessian
4.66819e-29
2.37028e-29
2.94923e-29
3.10576e-29
Estimating row 159 out of 625 for hessian
3.33664e-29
3.06661e-29
4.70191e-29
3.51769e-29
Estimating row 160 out of 625 for hessian
3.01466e-29
3.1577e-29
2.76779e-29
2.88918e-29
Estimating row 161 out of 625 for hessian
4.58186e-29
2.91242e-29
2.05536e-29
2.49907e-29
Estimating row 162 out of 625 for hessian
2.89274e-29
4.27978e-29
2.99031e-29
2.82313e-29
Estimating row 163 out of 625 for hessian
2.78814e-29
2.35846e-29
3.37668e-29
3.0257e-29
Estimating row 164 out of 625 for hessian
2.75189e-29
3.07513e-29
3.30265e-29
2.95109e-29
Estimating row 165 out of 625 for hessian
3.13071e-29
2.55031e-29
2.70507e-29
2.86794e-29
Estimating row 166 out of 625 for hessian
3.02234e-29
3.71061e-29
2.72418e-29
3.11026e-29
Estimating row 167 out of 625 for hessian
3.31146e-29
2.75803e-29
2.91001e-29
2.52461e-29
Estimating row 168 out of 625 for hessian
3.1704e-29
3.49212e-29
4.14679e-29
3.22395e-29
Estimating row 169 out of 625 for hessian
3.04326e-29
2.87745e-29
3.76503e-29
2.64942e-29
Estimating row 170 out of 625 for hessian
3.10282e-29
2.97042e-29
3.21716e-29
2.81426e-29
Estimating row 171 out of 625 for hessian
3.26603e-29
3.33909e-29
2.82785e-29
2.6659e-29
Estimating row 172 out of 625 for hessian
2.65985e-29
2.7459e-29
3.50851e-29
2.90555e-29
Estimating row 173 out of 625 for hessian
3.06167e-29
2.55949e-29
2.6084e-29
3.2478e-29
Estimating row 174 out of 625 for hessian
3.6313e-29
2.88754e-29
3.55256e-29
3.14196e-29
Estimating row 175 out of 625 for hessian
3.44417e-29
3.18512e-29
3.71768e-29
4.09058e-29
Estimating row 176 out of 625 for hessian
3.7584e-29
4.64721e-29
4.09754e-29
2.683e-29
Estimating row 177 out of 625 for hessian
3.09232e-29
2.57775e-29
2.50467e-29
3.3995e-29
Estimating row 178 out of 625 for hessian
2.61074e-29
2.7838e-29
4.13305e-29
2.91728e-29
Estimating row 179 out of 625 for hessian
2.73649e-29
3.09044e-29
2.86964e-29
2.46223e-29
Estimating row 180 out of 625 for hessian
3.26708e-29
2.22009e-29
3.11704e-29
3.53149e-29
Estimating row 181 out of 625 for hessian
2.848e-29
3.83893e-29
3.2275e-29
2.74402e-29
Estimating row 182 out of 625 for hessian
2.60159e-29
3.64484e-29
2.27023e-29
3.37685e-29
Estimating row 183 out of 625 for hessian
3.01816e-29
3.12797e-29
2.47158e-29
3.20721e-29
Estimating row 184 out of 625 for hessian
3.57476e-29
2.75205e-29
2.78594e-29
3.56116e-29
Estimating row 185 out of 625 for hessian
3.47262e-29
3.12792e-29
3.40808e-29
3.15606e-29
Estimating row 186 out of 625 for hessian
2.83218e-29
3.06747e-29
2.82918e-29
3.65601e-29
Estimating row 187 out of 625 for hessian
3.22053e-29
3.44111e-29
2.76178e-29
2.88524e-29
Estimating row 188 out of 625 for hessian
3.45573e-29
4.17765e-29
2.77541e-29
3.50703e-29
Estimating row 189 out of 625 for hessian
3.48675e-29
2.88651e-29
2.65993e-29
3.17551e-29
Estimating row 190 out of 625 for hessian
3.33221e-29
3.55136e-29
3.14745e-29
2.95552e-29
Estimating row 191 out of 625 for hessian
3.19623e-29
3.36052e-29
3.23761e-29
3.33404e-29
Estimating row 192 out of 625 for hessian
3.26382e-29
3.02935e-29
3.27885e-29
3.16873e-29
Estimating row 193 out of 625 for hessian
2.86816e-29
3.56986e-29
2.78394e-29
3.30907e-29
Estimating row 194 out of 625 for hessian
3.04638e-29
2.98642e-29
3.66643e-29
2.83576e-29
