3.04465e-28

Initial statistics: 625 variables; iteration 0; function evaluation 0
Function value   3.9769573e+01; maximum gradient component mag  -5.9319e+01
Var   Value    Gradient   |Var   Value    Gradient   |Var   Value    Gradient   
196  0.18287 -3.65214e-01 |197 -0.31023 -5.82913e-01 |198 -0.08258 -1.91694e-01
199  0.11634  1.27993e-01 |200  0.05011  2.96440e-01 |201  0.16196  8.44366e-01
202 -0.00686  5.28507e-01 |203  0.31952 -2.18778e+00 |204  0.52706  8.13156e-01
205 -0.00699 -1.24432e+00 |206  0.28838  5.02912e-01 |207 -0.00883  7.57881e-01
208 -0.01317 -5.54023e-01 |209  0.00301 -1.22020e+00 |210  0.09977 -1.72951e+00
211  0.13341 -8.06426e-01 |212 -0.11372 -1.23105e+00 |213  0.08478  7.09912e-01
214  0.30334 -2.94764e-01 |215  0.22986 -7.59849e-01 |216 -0.36825  3.50270e-01
217 -0.17308  4.11073e-01 |218 -0.28307  4.92407e-01 |219 -0.09451  3.20547e-01
220 -0.20936 -3.12906e-01 |221 -0.09321 -1.00552e+00 |222 -0.15778 -2.17296e+00
223 -0.02572 -3.74698e-01 |224  0.53430  9.61304e-02 |225 -0.09960  1.12764e+00
226 -0.22336  1.16556e+00 |227  0.04407  6.57990e-01 |228 -0.04736 -3.26706e+00
229 -0.13464  1.25463e+00 |230 -0.06384 -1.83479e+00 |231 -0.32820  8.13914e-01
232  0.32205  9.23512e-01 |233  0.26953 -7.91257e-01 |234 -0.20332 -1.75634e+00
235  0.01029 -2.62036e+00 |236 -0.12876 -1.28012e+00 |237  0.13791 -1.72530e+00
238 -0.19905  1.06064e+00 |239  0.11190 -3.11515e-01 |240  0.18351 -1.11067e+00
241 -0.46882  3.58554e-01 |242 -0.13393  7.96877e-01 |243  0.08047  6.26996e-01
244  0.29170  4.40425e-01 |245  0.02618 -6.14925e-01 |246 -0.04521 -1.41425e+00
247 -0.14142 -3.23285e+00 |248 -0.02743 -5.13843e-01 |249 -0.09853  9.58904e-02
250 -0.24088  1.70144e+00 |251 -0.30730  5.56832e-01 |252 -0.03870  3.83657e-01
253  0.11223 -1.23191e+00 |254 -0.11589  4.69373e-01 |255  0.12269 -7.29310e-01
256  0.08902  2.58901e-01 |257 -0.14785  5.83166e-01 |258  0.08937 -3.51657e-01
259 -0.06323 -7.36261e-01 |260 -0.02451 -9.45531e-01 |261 -0.12816 -3.95753e-01
262  0.04682 -7.87004e-01 |263  0.07651  4.19851e-01 |264  0.05903 -2.34230e-01
265 -0.15080 -4.26685e-01 |266  0.23311  3.00344e-01 |267 -0.18724  1.11224e-01
268  0.17250  3.48729e-01 |269  0.15401  1.94706e-01 |270 -0.30240 -9.03807e-02
271  0.09955 -6.34984e-01 |272 -0.06549 -1.25865e+00 |273  0.05648 -2.64651e-01
274  0.12427  1.21761e-01 |275  0.16014  6.33631e-01 |276  0.03983 -3.71954e-01
277  0.30677 -2.72610e-01 |278 -0.08493  8.87842e-01 |279 -0.13638 -3.42766e-01
280  0.18096  5.19372e-01 |281 -0.16784 -1.84606e-01 |282 -0.30081 -3.98090e-01
283  0.03130  2.42551e-01 |284 -0.07004  5.19171e-01 |285  0.34297  6.74246e-01
286 -0.06422  2.96668e-01 |287  0.27731  5.46619e-01 |288 -0.15138 -3.04365e-01
289 -0.15125  1.53245e-01 |290  0.02033  2.92852e-01 |291  0.11948 -2.02150e-01
292  0.06432 -9.30309e-02 |293  0.13671 -2.55296e-01 |294  0.03408 -1.48177e-01
295 -0.14336  9.70933e-02 |296 -0.24197  4.50377e-01 |297 -0.20253  8.96452e-01
298 -0.18013  1.97969e-01 |299  0.11280 -9.25489e-02 |300  0.28271 -4.64817e-01
301 -0.10617 -6.93406e-01 |302  0.20019 -3.99710e-01 |303  0.37465  1.97278e+00
304  0.35811 -7.66335e-01 |305  0.08547  1.10758e+00 |306  0.05476 -4.91598e-01
307  0.11783 -5.57799e-01 |308 -0.16316  4.76227e-01 |309  0.10090  1.06018e+00
310 -0.53269  1.59502e+00 |311 -0.05762  7.82882e-01 |312 -0.25419  1.03563e+00
313  0.54056 -6.58019e-01 |314  0.14805  1.75095e-01 |315 -0.03965  6.68128e-01
316 -0.61709 -1.95151e-01 |317 -0.27737 -4.84769e-01 |318  0.18461 -3.82840e-01
319 -0.08959 -2.67184e-01 |320  0.12298  3.81483e-01 |321  0.12177  8.50445e-01
322 -0.02483  1.96671e+00 |323  0.48370  3.02150e-01 |324  0.20031 -6.65167e-02
325 -0.35015 -1.02628e+00 |326 -0.03369  5.52700e-02 |327 -0.00812  3.23086e-02
328 -0.13260  6.67693e-02 |329  0.36535 -5.64723e-02 |330 -0.07486  3.94627e-02
331  0.49392 -2.57298e-02 |332  0.24335  1.18136e-02 |333 -0.10414 -1.36005e-02
334  0.41256 -1.79673e-02 |335  0.10465  3.03901e-02 |336  0.06762  3.84199e-02
337  0.27786 -1.66793e-02 |338  0.49177 -3.51160e-02 |339  0.21528 -7.02069e-02
340 -0.05898 -3.15454e-02 |341  0.43806  3.14574e-02 |342  0.02019 -6.23433e-02
343 -0.42504 -1.23629e-03 |344  0.09486 -2.58603e-02 |345 -0.15676  9.30434e-02
346 -0.02218 -5.93820e-03 |347  0.34589  5.65041e-03 |348  0.01270  3.45642e-02
349  0.31947 -1.33153e-02 |350  0.30618 -3.91798e-02 |351  0.00803  3.70739e-01
352  0.12408  2.38463e-01 |353  0.00158 -1.08931e+00 |354 -0.06293  4.34109e-01
355  0.26728 -6.29886e-01 |356  0.44996  2.39396e-01 |357 -0.53709  3.82609e-01
358  0.02427 -2.59716e-01 |359  0.43353 -5.88209e-01 |360  0.21837 -8.40469e-01
361  0.30199 -4.08770e-01 |362  0.15946 -5.99618e-01 |363  0.30438  3.52743e-01
364 -0.25019 -9.46335e-02 |365 -0.28181 -3.28353e-01 |366  0.76897  1.43995e-01
367  0.33202  2.13060e-01 |368  0.15559  2.50685e-01 |369 -0.20522  1.80208e-01
370  0.05618 -2.11107e-01 |371  0.09969 -4.86409e-01 |372 -0.24895 -1.03432e+00
373  0.05918 -2.18568e-01 |374  0.33737  6.29707e-02 |375  0.29596  5.62516e-01
376 -0.04639  6.94266e-01 |377  0.08981  5.51265e-01 |378 -0.01030 -1.40851e+00
379 -0.02327  5.59213e-01 |380  0.01948 -8.78329e-01 |381 -0.05506  2.54884e-01
382 -0.50248  9.03897e-01 |383 -0.10563 -4.36200e-01 |384  0.23335 -8.99315e-01
385 -0.43661 -1.01746e+00 |386  0.04493 -3.82306e-01 |387 -0.38441 -1.00818e+00
388 -0.10560  5.25466e-01 |389 -0.09330 -3.39082e-01 |390 -0.09025 -4.55729e-01
391  0.00869  4.98913e-01 |392 -0.02734 -5.30798e-02 |393  0.31545  5.27351e-01
394 -0.01939  2.71758e-01 |395 -0.08310 -2.96891e-02 |396 -0.01696 -8.04183e-01
397  0.35408 -1.46179e+00 |398  0.08395 -3.94786e-01 |399 -0.23601  2.57132e-01
400 -0.10248  7.31662e-01 |401  0.16092 -2.82503e-01 |402  0.03581 -3.43991e-02
403 -0.17292  1.25735e+00 |404 -0.07151 -4.68130e-01 |405  0.03442  6.32070e-01
406 -0.02639 -3.85315e-01 |407  0.28429  3.26201e-02 |408  0.01027  2.18577e-01
409 -0.13743  5.60728e-01 |410  0.06111  1.08358e+00 |411 -0.02274  6.28677e-01
412  0.28991  4.27151e-01 |413  0.01665 -3.58160e-01 |414  0.17058 -6.17003e-02
415 -0.10279  4.35769e-01 |416  0.03057  1.51412e-01 |417  0.29248 -6.36558e-01
418 -0.56446 -1.78728e-02 |419  0.01647 -1.11113e-01 |420  0.14313  4.28966e-01
421  0.01442  3.81248e-01 |422  0.06281  1.18741e+00 |423  0.11326  5.53196e-02
424  0.08074  1.24977e-01 |425  0.05732 -6.52796e-01 |426  0.10283  3.87548e-01
427 -0.00519  4.15933e-01 |428 -0.29348 -2.39318e-01 |429  0.11430  8.64960e-02
430  0.01094 -2.43292e-01 |431 -0.06077 -5.28361e-02 |432 -0.13267  6.98055e-01
433 -0.07574 -2.05161e-01 |434  0.16985 -3.43014e-01 |435  0.25692 -9.82414e-02
436 -0.00529  1.20167e-01 |437  0.25529 -5.05752e-01 |438  0.04542  1.50570e-01
439  0.01855 -3.36604e-01 |440  0.12345 -1.11268e-01 |441  0.07575  4.91189e-01
442  0.27545 -4.66717e-01 |443  0.04492  3.62860e-01 |444 -0.01330  1.16283e-01
445 -0.05149  3.05001e-01 |446 -0.04295 -3.74578e-01 |447  0.13543 -3.61872e-01
448 -0.03663 -2.30511e-01 |449 -0.12641  2.58402e-01 |450  0.31282  1.16085e-01
451  0.34154  1.31738e-01 |452 -0.01918 -4.98833e-02 |453  0.30349 -1.14510e+00
454 -0.34287  4.57770e-01 |455  0.10103 -5.67175e-01 |456 -0.17239  3.60894e-01
457 -0.33145 -1.31144e-01 |458 -0.32147 -1.38610e-01 |459 -0.04996 -4.34603e-01
460  0.13988 -9.70314e-01 |461  0.08908 -6.03732e-01 |462  0.00819 -3.10468e-01
463  0.04873  3.08186e-01 |464 -0.15026  1.56098e-01 |465  0.20070 -3.39944e-01
466 -0.01858 -2.26167e-01 |467 -0.09580  6.69908e-01 |468  0.32585 -1.22330e-02
469 -0.36189  1.21578e-01 |470 -0.11750 -5.01934e-01 |471 -0.10592 -2.78771e-01
472 -0.46014 -9.87240e-01 |473 -0.04536 -5.89610e-02 |474  0.10062 -1.42880e-01
475 -0.03721  5.92508e-01 |476  0.33450 -9.33708e-01 |477  0.07049 -5.34328e-01
478 -0.05945  2.77057e+00 |479 -0.23576 -1.07684e+00 |480 -0.15989  1.56264e+00
481 -0.36634 -6.74698e-01 |482 -0.11773 -7.66584e-01 |483 -0.38308  6.54608e-01
484 -0.04905  1.45555e+00 |485  0.27076  2.19567e+00 |486 -0.12678  1.09547e+00
487  0.41860  1.42020e+00 |488  0.08388 -9.06809e-01 |489  0.08977  2.09784e-01
490  0.44143  8.84009e-01 |491 -0.13329 -2.67029e-01 |492  0.03009 -6.98805e-01
493  0.25826 -5.46123e-01 |494 -0.15923 -3.90030e-01 |495 -0.27916  5.81586e-01
496 -0.12019  1.17672e+00 |497 -0.27453  2.70753e+00 |498 -0.18058  4.59432e-01
499  0.00689 -9.35394e-02 |500  0.12445 -1.44171e+00 |501 -0.06803  1.11473e+00
502 -0.17747  8.26862e-01 |503  0.02477 -2.37238e+00 |504 -0.25840  9.16839e-01
505 -0.12932 -1.43061e+00 |506 -0.19453  4.72171e-01 |507  0.05468  1.28164e+00
508  0.48612 -7.14325e-01 |509 -0.27098 -1.46129e+00 |510  0.09093 -1.79002e+00
511 -0.15054 -7.15491e-01 |512  0.07414 -1.60177e+00 |513 -0.38344  8.43553e-01
514  0.09125 -5.11738e-01 |515  0.18887 -8.13084e-01 |516 -0.11389  6.99240e-01
517  0.13295  7.29152e-02 |518 -0.13648  7.74499e-01 |519 -0.06369  4.16333e-01
520 -0.23051 -1.18911e-01 |521 -0.00962 -1.28006e+00 |522 -0.31797 -2.43756e+00
523 -0.43145 -5.61168e-01 |524 -0.05276  3.14213e-01 |525 -0.27913  1.23585e+00
526 -0.19530  1.64438e-01 |527 -0.18375  2.09619e-01 |528  0.18543  1.24633e-01
529  0.07090 -6.36939e-02 |530 -0.04326  1.11571e-02 |531  0.02000 -1.07024e-01
532  0.05032  3.45055e-01 |533 -0.28823 -5.42170e-02 |534  0.10634 -7.02593e-02
535 -0.09633  1.56626e-01 |536 -0.04560  1.84554e-01 |537 -0.06742 -1.68128e-01
538  0.31191 -1.30478e-02 |539  0.01134 -1.97345e-01 |540  0.39982 -1.06626e-03
541 -0.45401  2.86269e-01 |542  0.05641 -3.58431e-01 |543  0.51595  1.50058e-01
544 -0.23984  3.47764e-02 |545 -0.02483  2.61137e-01 |546  0.13197 -1.17215e-01
547 -0.25714  5.56127e-02 |548 -0.09785 -8.09606e-02 |549 -0.14242  1.39025e-01
550 -0.18170 -7.00791e-02 |551 -0.04224 -5.51778e-01 |552 -0.01646 -2.95540e-01
553 -0.22039  1.69979e+00 |554  0.07702 -6.51837e-01 |555 -0.05371  9.40911e-01
556  0.09200 -4.28629e-01 |557 -0.25346 -4.00170e-01 |558  0.07327  3.81102e-01
559 -0.05114  8.82933e-01 |560 -0.05024  1.36466e+00 |561  0.12627  6.82409e-01
562 -0.20588  8.51221e-01 |563 -0.19748 -5.28317e-01 |564 -0.09826  1.20627e-01
565 -0.07064  5.62054e-01 |566  0.26835 -1.32581e-01 |567  0.02478 -4.71449e-01
568 -0.16232 -2.85551e-01 |569  0.04757 -2.29758e-01 |570  0.03236  3.63719e-01
571  0.03766  6.96066e-01 |572  0.26163  1.63834e+00 |573 -0.02408  2.49155e-01
574 -0.01438 -1.93381e-02 |575  0.11960 -8.79728e-01 |576 -0.10681 -2.55746e-01
577  0.19267 -2.64297e-01 |578  0.03301  4.46236e-01 |579  0.21684 -2.01414e-01
580  0.22032  3.04873e-01 |581 -0.02744 -4.01997e-02 |582 -0.30197 -4.46862e-01
583  0.09575  1.59124e-01 |584 -0.03073  3.15592e-01 |585  0.30067  2.70213e-01
586 -0.04255  6.41094e-02 |587 -0.06665  4.12302e-01 |588 -0.16964 -1.83020e-01
589  0.14408  1.50599e-01 |590 -0.02965  1.14817e-01 |591  0.14502 -2.75920e-01
592 -0.09129  1.49382e-01 |593  0.45019 -2.81294e-01 |594  0.08841 -1.25742e-01
595 -0.21754 -4.14170e-02 |596 -0.27975  3.22425e-01 |597 -0.08821  4.53950e-01
598 -0.16678  2.07052e-01 |599  0.05870 -1.57795e-01 |600  0.18348 -2.33133e-01
601 -0.24070  2.74814e-01 |602 -0.44604  1.04011e-01 |603  0.15876 -1.01394e+00
604 -0.46722  3.93076e-01 |605  0.03907 -5.35564e-01 |606 -0.07177  2.87076e-01
607  0.45688  8.36395e-02 |608  0.03433 -1.98368e-01 |609 -0.28746 -4.78216e-01
610 -0.09717 -8.39415e-01 |611  0.01486 -4.65738e-01 |612  0.05144 -4.19424e-01
613  0.00855  3.01565e-01 |614  0.27588 -1.39746e-02 |615 -0.15049 -3.36409e-01
616  0.30051 -3.93552e-02 |617 -0.10021  4.05756e-01 |618 -0.04754  9.67680e-02
619  0.07727  1.09918e-01 |620 -0.10874 -2.89129e-01 |621  0.21863 -3.60902e-01
622 -0.17090 -9.67329e-01 |623 -0.20686 -9.18463e-02 |624 -0.26804 -4.02648e-02
625  0.05041  5.24129e-01 |
4.81771e-29
1.58614e-29
1.33534e-29
1.1664e-29
1.27398e-29
1.23502e-29
9.75788e-30
8.06468e-30
9.87571e-30
9.55683e-30
625 variables; iteration 20; function evaluation 24
Function value   2.2988084e-01; maximum gradient component mag  -1.4868e-03
Var   Value    Gradient   |Var   Value    Gradient   |Var   Value    Gradient   
  1 -0.62882  7.29241e-04 |  2 -0.08298 -6.27072e-06 |  3 -0.70635 -8.69096e-05
  4 -0.73811  7.34902e-04 |  5  0.42620  5.46141e-04 |  6  0.94730  9.64174e-05
  7 -0.91431 -3.69338e-05 |  8 -2.87081  5.24295e-04 |  9 -3.13640 -2.92939e-04
 10  0.23516 -5.90428e-04 | 11 -0.98169  4.72151e-06 | 12 -0.81364  8.84526e-04
 13  1.68461  1.32057e-04 | 14  1.50553 -1.26613e-04 | 15 -1.90552  1.96132e-04
 16  0.98390  3.92899e-04 | 17 -0.45343 -7.91174e-05 | 18  0.50480  4.10762e-04
 19  0.64002  1.44081e-04 | 20 -2.48975 -1.44587e-04 | 21 -0.80865  4.97044e-04
 22 -4.63999  3.14857e-04 | 23  0.97462 -5.81297e-04 | 24  3.44960 -3.91700e-04
 25  4.73008 -6.08421e-04 | 26 -0.52802  2.10951e-04 | 27 -0.49651 -3.00862e-04
 28 -2.18245  1.09276e-04 | 29  1.97246  4.29555e-05 | 30  0.27431  1.76810e-04
 31  1.54289  6.08645e-05 | 32 -5.76829  3.24543e-04 | 33 -3.16586  3.79294e-04
 34  4.23509  3.01497e-04 | 35 -1.60956 -5.99101e-04 | 36 -1.55272  1.88514e-04
 37  3.04181  2.24241e-04 | 38  2.62621 -4.75056e-04 | 39  1.32967  6.63898e-05
 40 -0.19254  2.06200e-04 | 41 -3.52115 -4.71833e-05 | 42  4.00659 -9.93278e-05
 43 -2.32031  3.58415e-04 | 44 -0.68139  7.42995e-05 | 45 -1.21595  1.71662e-04
 46  1.47798 -2.78901e-05 | 47  5.02520 -8.79751e-05 | 48  4.98831 -3.07465e-04
 49 -3.04147  5.31052e-04 | 50  1.39245  4.46442e-04 | 51 -0.78570 -1.78519e-04
 52  0.75111  8.95510e-04 | 53 -2.70086  7.86109e-04 | 54 -0.80147 -5.79473e-05
 55 -0.46735 -7.32455e-05 | 56 -0.31392  2.24242e-04 | 57 -0.40426 -1.11662e-05
 58 -0.57926  4.11327e-05 | 59 -0.18041 -2.37243e-04 | 60 -1.40663 -7.03110e-04
 61  1.31706 -7.24868e-06 | 62 -3.13332  2.06018e-04 | 63  0.78114 -6.35706e-04
 64 -0.44782 -9.02193e-05 | 65 -1.84602  5.88021e-04 | 66  3.35926  3.50671e-04
 67 -1.06278 -3.71629e-05 | 68  5.11666 -6.09393e-04 | 69  2.45890 -1.05491e-03
 70 -0.94488  5.65272e-04 | 71 -0.54404 -1.63573e-04 | 72  0.24548 -4.28121e-04
 73 -0.45907  6.75275e-04 | 74  0.39879 -6.60683e-04 | 75  1.10389  7.39534e-04
 76 -1.85759 -2.14734e-04 | 77 -1.38282  2.80553e-04 | 78 -0.42914 -4.40358e-04
 79 -0.22464 -4.41867e-04 | 80  1.18494  3.95887e-04 | 81 -1.06343  2.66410e-04
 82 -2.21805  7.53424e-04 | 83  1.07719  7.72131e-05 | 84 -3.52347  8.93683e-04
 85  0.40721  3.50830e-04 | 86 -1.12348 -2.25478e-04 | 87  1.23277 -6.69109e-04
 88 -0.75875 -2.80449e-04 | 89  2.52744 -4.68506e-04 | 90 -0.36740  3.47423e-04
 91 -2.82964 -1.05318e-04 | 92  3.48725 -3.37221e-04 | 93  0.84376 -3.52744e-04
 94  0.09189 -3.30508e-04 | 95  1.47314 -1.10693e-03 | 96  1.83303 -6.21378e-05
 97 -2.47862 -2.04005e-04 | 98  0.11106  4.50352e-04 | 99 -0.58092 -2.09280e-04
100  0.42873  6.60707e-05 |101 -1.40309  8.87068e-04 |102  1.29112 -1.01245e-04
103  0.54567 -1.58304e-04 |104  1.43165  2.76890e-05 |105 -0.80807  4.67864e-04
106 -1.17795  3.66444e-04 |107  2.61476 -1.62911e-04 |108  0.10697 -3.97723e-04
109  2.60160 -4.64340e-04 |110  0.30183 -4.88782e-04 |111  1.82995  8.46663e-05
112 -2.50948  9.15573e-04 |113  2.18253 -6.44710e-04 |114 -1.53652 -6.74367e-04
115  3.04873 -1.48681e-03 |116 -0.27380 -1.66549e-04 |117  0.81793 -7.13249e-04
118  1.89760 -1.70018e-05 |119 -0.24760 -9.43567e-04 |120  3.30794  3.04804e-04
121  1.34640  2.40635e-04 |122  2.77603 -2.75849e-04 |123 -0.63764  2.91843e-04
124  2.02279 -3.87173e-04 |125 -2.15298 -3.38621e-04 |126  0.65883 -7.83588e-04
127  0.03724  1.32932e-04 |128 -0.74142 -3.55510e-04 |129  1.80640  6.30091e-04
130 -0.67983 -1.69340e-04 |131  3.09803 -5.22767e-04 |132  3.66296  7.56902e-04
133  0.82773  1.43745e-04 |134 -1.78180  3.66092e-05 |135 -0.25367 -1.97123e-04
136 -1.64330  5.09501e-04 |137 -0.92970  4.11001e-04 |138  0.98320 -4.01359e-04
139 -1.27544  5.06526e-04 |140 -1.65208  3.48582e-04 |141 -0.52029 -1.08703e-04
142 -1.73292  3.24956e-04 |143 -1.29401  6.90576e-04 |144  1.19335 -5.54302e-04
145  3.72818 -1.34811e-03 |146 -1.36382  5.72233e-04 |147 -3.25036  8.97145e-04
148  0.56065 -5.63503e-04 |149 -1.46361  9.04119e-04 |150 -0.33517  3.36707e-04
151 -3.09410 -1.50467e-05 |152 -2.43343 -4.98093e-05 |153  1.47182  7.07422e-04
154 -0.71898  2.07909e-04 |155  1.59170 -4.22239e-04 |156  1.76440 -4.91659e-04
157  2.84827 -8.73065e-05 |158  1.20311 -1.41815e-04 |159 -0.63811  3.91698e-05
160  3.63546 -4.06112e-04 |161 -2.06383  1.08614e-03 |162  2.60536  2.50966e-04
163  1.63762 -1.59857e-04 |164  0.30197 -3.53354e-04 |165 -0.21734 -3.38334e-04
166  2.05794  2.38490e-04 |167  0.86820  4.07911e-04 |168 -2.84244 -2.97807e-04
169 -0.75449  3.74613e-04 |170  2.18877  8.01108e-05 |171  3.77155 -8.57379e-04
172  1.04942 -6.48392e-04 |173 -0.98912  6.64156e-04 |174  1.30318 -5.36564e-04
175  1.31523 -4.82237e-05 |176 -0.75806  3.33160e-05 |177 -1.26893  5.70071e-04
178  1.30394 -6.29447e-04 |179  1.14395 -7.72849e-04 |180 -0.23198 -2.94372e-06
181 -0.41818  1.20716e-03 |182  0.11946  2.95003e-05 |183 -1.15077  4.21025e-04
184  1.94144 -5.05280e-04 |185 -1.89199  2.64765e-04 |186 -2.88597  3.64987e-04
187  0.06137 -1.51640e-04 |188  2.94182  1.43630e-04 |189 -2.51883  7.05539e-04
190 -0.57489  7.63281e-04 |191  0.17152 -2.17376e-04 |192  2.59881 -1.63202e-04
193  0.55536  3.51862e-04 |194 -2.71703 -1.17084e-04 |195 -0.40710 -1.26188e-04
196  1.09962  1.29756e-04 |197 -3.47999  4.65688e-04 |198 -1.16568  1.37399e-04
199  0.58859 -1.50361e-04 |200  1.26767 -5.61273e-05 |201  1.39408 -2.52877e-04
202 -0.91528  2.38044e-04 |203  1.58674 -8.00683e-05 |204  4.73222 -6.78868e-04
205 -0.24117 -2.59735e-04 |206  3.05201 -7.74825e-05 |207 -1.99282 -1.79586e-05
208  0.15623  1.12753e-04 |209 -0.16548 -2.39005e-04 |210 -0.40437 -7.45045e-05
211  0.51050 -3.38637e-04 |212 -0.81185  1.08645e-04 |213  0.10073  1.75044e-05
214  3.14399 -3.54675e-04 |215  1.31909 -4.85089e-04 |216 -4.13291  2.79925e-04
217  0.15251  1.68408e-06 |218 -3.38817 -2.66015e-05 |219 -0.72438 -8.77337e-04
220 -2.74763  5.08767e-04 |221 -0.56048 -6.88162e-04 |222 -1.90212  3.44548e-05
223  0.17982  8.54761e-04 |224  3.51922 -3.44384e-04 |225 -0.34682 -1.70388e-04
226 -2.99459  9.49618e-04 |227 -0.78358  3.03653e-04 |228 -0.90036  7.06223e-04
229 -1.17560 -4.06299e-05 |230 -0.08455 -6.51538e-05 |231 -2.00103  4.67859e-04
232 -0.13400 -9.83296e-05 |233  2.66816 -1.06779e-04 |234 -0.49907 -1.10136e-03
235 -0.71823  1.85001e-04 |236 -1.95942 -1.63913e-04 |237  2.89616 -3.46987e-04
238 -1.63708  2.63640e-04 |239  1.77069 -3.26273e-04 |240  1.21583 -7.66998e-04
241 -5.71859  1.22968e-04 |242  1.05188  5.06644e-04 |243 -0.74190  6.74451e-05
244  2.34597 -7.44953e-04 |245 -0.97294 -7.06011e-05 |246  0.46303  1.72043e-04
247 -1.39248  5.10774e-04 |248  1.17667 -1.97967e-05 |249 -1.69415 -4.95346e-04
250 -1.63403 -1.48034e-04 |251 -2.55388 -3.28252e-07 |252 -0.49805 -6.52267e-05
253 -0.28352 -2.99463e-04 |254 -0.57389 -4.16949e-04 |255  0.41775 -2.87037e-06
256  1.33289 -2.59349e-04 |257 -1.90423 -7.12894e-05 |258  0.79788 -4.50225e-04
259 -1.18606  7.01033e-04 |260 -1.70712  3.03460e-04 |261 -2.32945  5.92847e-04
262  0.41971 -3.87708e-04 |263  0.98642 -1.30199e-04 |264  0.49065  4.95532e-04
265 -1.72145 -1.20327e-03 |266  1.44218 -6.93895e-04 |267 -0.78245 -3.29782e-05
268  1.10873 -3.77620e-04 |269  1.49194 -6.55352e-04 |270 -3.41753  8.44553e-04
271  0.82697 -4.46341e-04 |272 -1.69335 -2.83109e-04 |273  1.02086 -6.67226e-04
274  0.62498 -1.06314e-04 |275  1.93322  7.85998e-05 |276  0.06858  4.62153e-04
277  3.33808 -9.95958e-04 |278  0.17279 -1.59585e-04 |279 -1.38907  3.72679e-04
280  2.13355 -8.83697e-04 |281 -1.72660 -2.01010e-04 |282 -1.80399  1.76192e-04
283  0.38573  6.44980e-05 |284 -0.39814  3.84470e-04 |285  3.44804  4.27382e-04
286 -0.03642 -5.28465e-04 |287  2.46666 -2.41512e-04 |288 -1.27563 -6.76630e-04
289 -1.87310  7.58167e-04 |290  0.37134 -3.88160e-05 |291  1.08027  7.49368e-04
292 -0.33899  3.65834e-05 |293  0.99874  5.76670e-04 |294  0.43297 -2.89784e-04
295 -0.46613  1.51979e-04 |296 -2.13404  2.98736e-04 |297 -0.82032 -2.35485e-04
298 -1.78677  1.31566e-03 |299  1.19499  3.00479e-04 |300  1.99552 -4.93325e-04
301 -0.32614 -2.95028e-04 |302  2.91505 -5.71584e-04 |303  2.91286  2.25468e-04
304  2.71430 -8.67457e-06 |305  0.67480 -4.23533e-04 |306 -0.26797  4.26147e-04
307  2.49811  1.69642e-04 |308 -1.08676 -7.44419e-04 |309  0.16878  3.93155e-04
310 -4.10285  3.28295e-04 |311  0.13776 -1.32512e-04 |312 -2.76458 -1.98988e-04
313  4.57232 -8.32140e-04 |314  0.78034 -2.55145e-04 |315 -0.57464  2.95271e-04
316 -3.53576 -2.70688e-05 |317 -3.71353  5.82535e-04 |318  2.39587  9.32015e-05
319 -0.36502  9.31849e-04 |320  1.69773 -7.55720e-05 |321  0.41816 -2.67278e-04
322 -0.06259  8.75808e-05 |323  3.44622 -1.97934e-04 |324  2.26263  2.12421e-04
325 -2.93753  3.84631e-05 |326  0.39437  8.34165e-04 |327  0.18031  4.47886e-04
328 -1.18983  7.65001e-05 |329  2.51351 -2.10281e-04 |330 -0.83226  4.96159e-04
331  3.93201 -3.11281e-05 |332  1.99530  1.10512e-04 |333 -1.03000 -1.72278e-04
334  2.89199 -2.46301e-04 |335  0.22458  2.59151e-04 |336  0.44419 -5.21756e-05
337  2.14365 -6.72101e-04 |338  3.86550 -7.18763e-04 |339  1.45756 -8.09882e-04
340 -0.86741 -4.92487e-04 |341  3.62479 -1.42870e-04 |342 -0.29036  2.29033e-04
343 -3.35300 -2.15045e-04 |344  0.73127 -3.32218e-04 |345 -1.00750  2.14247e-05
346 -0.94168  1.09933e-03 |347  2.06388 -5.43673e-04 |348  0.05114  1.04338e-03
349  2.10561 -4.71802e-04 |350  2.25352  9.75243e-05 |351 -0.61799 -2.27978e-04
352  0.57094 -5.75768e-04 |353 -0.61988  9.75222e-05 |354 -0.47954  2.60207e-04
355  1.91018  2.26847e-05 |356  3.90406 -3.56789e-04 |357 -4.97589  1.83534e-04
358  1.10343 -1.70215e-04 |359  3.72601 -3.11513e-04 |360  1.17386  2.46592e-04
361  2.35791 -5.58517e-04 |362  1.76548 -3.28975e-04 |363  2.27380  2.26661e-04
364 -1.22721 -1.62419e-04 |365 -2.07243  1.02421e-04 |366  5.37865 -2.56786e-04
367  3.82701  2.14129e-06 |368  1.09868  2.55960e-05 |369 -1.44153  2.02227e-04
370 -0.12640 -4.61226e-04 |371  1.26208 -4.71782e-04 |372 -2.46060  8.44656e-04
373  0.50515 -4.62248e-04 |374  2.32272  2.06295e-04 |375  1.98659  2.74730e-04
376 -0.25671 -2.75521e-04 |377  0.42000 -4.52493e-04 |378 -2.34061 -2.36460e-04
379  0.76276  7.44331e-04 |380 -1.00331 -4.68933e-04 |381  0.57213 -4.11141e-04
382 -4.40625  4.45530e-04 |383 -1.27655  2.96560e-04 |384  0.90006 -4.32404e-04
