3.04465e-28

Initial statistics: 625 variables; iteration 0; function evaluation 0
Function value   3.9769573e+01; maximum gradient component mag  -5.9319e+01
Var   Value    Gradient   |Var   Value    Gradient   |Var   Value    Gradient   
586  0.91886  1.29597e-05 |587 -0.47583  1.08333e-05 |588-21.59264  1.48458e-05
589 13.44430 -1.53271e-05 |590 -3.06895 -1.19855e-05 |591 15.78518 -2.73102e-05
592-17.41999  9.14799e-06 |593 35.37523  1.55362e-05 |594  2.24019  9.21420e-06
595 -4.88347  1.97199e-06 |596-23.03357 -2.46208e-06 |597  7.93450  2.40028e-05
598 -9.44519 -1.77243e-05 |599  0.18575  5.85673e-06 |600  4.01136  2.98590e-05
601-26.34420 -6.29371e-06 |602-46.08063 -4.17841e-05 |603 26.74141 -9.64181e-06
604-44.48845 -7.53582e-06 |605 13.48586 -7.97153e-06 |606 -7.39657  1.66249e-05
607 25.45209  1.09997e-05 |608  2.44565  7.75361e-06 |609-12.74990 -7.26936e-06
610 -6.53977 -2.85116e-05 |611  8.10761 -8.40093e-06 |612 13.81764  3.79835e-05
613  0.02384 -3.00816e-05 |614 32.75324 -3.12499e-06 |615-10.79357 -6.79420e-06
616 20.44779 -5.67234e-06 |617 -3.74732 -1.87474e-06 |618 -9.88780  3.62294e-05
619  2.49783 -3.82179e-05 |620-13.42847  2.04084e-05 |621 26.37696 -4.40411e-05
622 -2.37835  2.77564e-05 |623-12.23152  1.41971e-05 |624-32.76856  4.56482e-05
625  0.91641  7.20264e-06 |
5.43162e-29
5.43162e-29
Estimating row 1 out of 625 for hessian
4.81241e-29
3.97738e-29
4.72949e-29
5.42035e-29
Estimating row 2 out of 625 for hessian
4.23259e-29
4.11946e-29
5.6579e-29
5.89707e-29
Estimating row 3 out of 625 for hessian
4.56692e-29
4.81902e-29
6.32627e-29
4.56378e-29
Estimating row 4 out of 625 for hessian
4.48132e-29
5.22075e-29
4.06109e-29
5.30768e-29
Estimating row 5 out of 625 for hessian
5.99358e-29
5.13325e-29
4.78595e-29
4.63759e-29
Estimating row 6 out of 625 for hessian
5.11816e-29
5.06879e-29
4.05278e-29
4.71021e-29
Estimating row 7 out of 625 for hessian
4.88761e-29
4.49651e-29
4.6232e-29
4.22441e-29
Estimating row 8 out of 625 for hessian
5.78298e-29
5.51874e-29
4.65461e-29
4.67273e-29
Estimating row 9 out of 625 for hessian
4.42341e-29
5.09027e-29
5.21099e-29
4.06598e-29
Estimating row 10 out of 625 for hessian
4.93331e-29
4.37818e-29
4.62976e-29
4.25403e-29
Estimating row 11 out of 625 for hessian
5.7913e-29
5.7481e-29
4.73559e-29
5.39328e-29
Estimating row 12 out of 625 for hessian
5.39227e-29
4.27307e-29
5.24018e-29
4.57783e-29
Estimating row 13 out of 625 for hessian
5.97908e-29
4.56372e-29
4.22728e-29
4.75486e-29
Estimating row 14 out of 625 for hessian
5.2708e-29
5.00422e-29
4.91042e-29
5.05715e-29
Estimating row 15 out of 625 for hessian
5.11474e-29
4.03112e-29
5.46286e-29
4.66175e-29
Estimating row 16 out of 625 for hessian
3.75053e-29
4.61056e-29
4.90241e-29
6.06669e-29
Estimating row 17 out of 625 for hessian
3.79357e-29
4.83146e-29
6.70054e-29
4.61421e-29
Estimating row 18 out of 625 for hessian
5.2345e-29
4.73026e-29
4.91479e-29
4.00289e-29
Estimating row 19 out of 625 for hessian
4.35391e-29
4.15506e-29
3.84095e-29
4.32396e-29
Estimating row 20 out of 625 for hessian
4.8806e-29
4.22312e-29
4.74567e-29
5.37244e-29
Estimating row 21 out of 625 for hessian
4.92814e-29
4.6567e-29
4.47389e-29
5.51169e-29
Estimating row 22 out of 625 for hessian
5.32023e-29
5.75467e-29
5.91542e-29
4.32268e-29
Estimating row 23 out of 625 for hessian
4.32568e-29
3.49914e-29
4.70717e-29
5.19883e-29
Estimating row 24 out of 625 for hessian
4.90971e-29
5.31343e-29
5.58733e-29
4.98969e-29
Estimating row 25 out of 625 for hessian
3.64216e-29
4.85498e-29
5.00139e-29
4.95064e-29
Estimating row 26 out of 625 for hessian
4.28753e-29
3.77907e-29
4.74932e-29
5.88136e-29
Estimating row 27 out of 625 for hessian
4.79528e-29
5.36235e-29
5.26722e-29
5.34043e-29
Estimating row 28 out of 625 for hessian
3.99932e-29
4.40907e-29
4.54908e-29
4.40299e-29
Estimating row 29 out of 625 for hessian
4.14561e-29
5.64122e-29
4.11872e-29
4.27278e-29
Estimating row 30 out of 625 for hessian
4.60709e-29
4.89214e-29
4.4273e-29
5.50552e-29
Estimating row 31 out of 625 for hessian
5.61843e-29
4.17872e-29
5.62914e-29
4.78235e-29
Estimating row 32 out of 625 for hessian
4.75525e-29
4.50035e-29
4.51028e-29
5.60749e-29
Estimating row 33 out of 625 for hessian
4.21149e-29
4.80845e-29
4.49265e-29
4.17424e-29
Estimating row 34 out of 625 for hessian
4.44122e-29
4.90777e-29
4.23246e-29
5.47299e-29
Estimating row 35 out of 625 for hessian
4.47636e-29
6.02153e-29
3.73043e-29
5.53552e-29
Estimating row 36 out of 625 for hessian
4.90431e-29
4.65707e-29
4.35495e-29
5.18973e-29
Estimating row 37 out of 625 for hessian
5.10517e-29
4.51972e-29
4.46103e-29
4.98214e-29
Estimating row 38 out of 625 for hessian
4.60934e-29
5.6667e-29
4.68666e-29
5.39235e-29
Estimating row 39 out of 625 for hessian
5.0079e-29
4.96163e-29
5.32771e-29
5.56977e-29
Estimating row 40 out of 625 for hessian
4.30351e-29
5.07848e-29
6.03104e-29
5.0229e-29
Estimating row 41 out of 625 for hessian
4.29606e-29
4.95149e-29
3.84517e-29
4.54941e-29
Estimating row 42 out of 625 for hessian
4.68976e-29
5.38143e-29
5.08233e-29
4.37456e-29
Estimating row 43 out of 625 for hessian
4.74165e-29
4.50513e-29
4.81265e-29
4.6541e-29
Estimating row 44 out of 625 for hessian
4.92057e-29
4.82966e-29
5.28129e-29
5.1513e-29
Estimating row 45 out of 625 for hessian
5.5361e-29
4.1449e-29
4.44625e-29
4.11017e-29
Estimating row 46 out of 625 for hessian
3.39128e-29
4.73619e-29
4.60796e-29
4.4151e-29
Estimating row 47 out of 625 for hessian
5.78118e-29
4.65855e-29
4.07079e-29
5.4589e-29
Estimating row 48 out of 625 for hessian
4.73048e-29
5.45784e-29
4.72678e-29
4.92833e-29
Estimating row 49 out of 625 for hessian
4.62174e-29
5.85631e-29
4.40397e-29
4.2931e-29
Estimating row 50 out of 625 for hessian
5.9035e-29
4.94631e-29
4.56688e-29
5.05e-29
Estimating row 51 out of 625 for hessian
6.50818e-29
5.27355e-29
5.33241e-29
4.89588e-29
Estimating row 52 out of 625 for hessian
4.74734e-29
4.63159e-29
4.68529e-29
4.95236e-29
Estimating row 53 out of 625 for hessian
4.67844e-29
4.51978e-29
5.17454e-29
5.75489e-29
Estimating row 54 out of 625 for hessian
5.3264e-29
4.6633e-29
4.55534e-29
5.55825e-29
Estimating row 55 out of 625 for hessian
4.48323e-29
4.90254e-29
5.09503e-29
4.92655e-29
Estimating row 56 out of 625 for hessian
4.67573e-29
5.56738e-29
4.79782e-29
4.71464e-29
Estimating row 57 out of 625 for hessian
6.54464e-29
4.54458e-29
5.11392e-29
4.62172e-29
Estimating row 58 out of 625 for hessian
4.92471e-29
4.7871e-29
4.37321e-29
4.97259e-29
Estimating row 59 out of 625 for hessian
7.0849e-29
3.77273e-29
4.52808e-29
4.92776e-29
Estimating row 60 out of 625 for hessian
5.28688e-29
5.58157e-29
4.80008e-29
4.7014e-29
Estimating row 61 out of 625 for hessian
5.07935e-29
4.76977e-29
6.17878e-29
4.37126e-29
Estimating row 62 out of 625 for hessian
5.5011e-29
6.91724e-29
3.37183e-29
4.66229e-29
Estimating row 63 out of 625 for hessian
5.51381e-29
5.22326e-29
4.60229e-29
5.15542e-29
Estimating row 64 out of 625 for hessian
5.55153e-29
4.32846e-29
5.82371e-29
4.96813e-29
Estimating row 65 out of 625 for hessian
7.41178e-29
4.28922e-29
4.95769e-29
4.76939e-29
Estimating row 66 out of 625 for hessian
5.98918e-29
4.52868e-29
4.14755e-29
5.77646e-29
Estimating row 67 out of 625 for hessian
5.01626e-29
5.36543e-29
5.38849e-29
4.83257e-29
Estimating row 68 out of 625 for hessian
4.75677e-29
4.47397e-29
4.96959e-29
4.97892e-29
Estimating row 69 out of 625 for hessian
4.30411e-29
4.44721e-29
5.66936e-29
6.8272e-29
Estimating row 70 out of 625 for hessian
5.66543e-29
4.72675e-29
4.69489e-29
5.07724e-29
Estimating row 71 out of 625 for hessian
4.65613e-29
4.64201e-29
4.75381e-29
6.33521e-29
Estimating row 72 out of 625 for hessian
3.89269e-29
6.58167e-29
4.8071e-29
4.79496e-29
Estimating row 73 out of 625 for hessian
6.95909e-29
4.537e-29
5.66362e-29
5.72522e-29
Estimating row 74 out of 625 for hessian
4.04719e-29
4.36686e-29
6.27141e-29
6.02477e-29
Estimating row 75 out of 625 for hessian
4.7134e-29
4.58879e-29
4.60443e-29
4.83914e-29
Estimating row 76 out of 625 for hessian
4.83788e-29
5.12289e-29
5.28981e-29
4.51539e-29
Estimating row 77 out of 625 for hessian
5.67555e-29
5.99452e-29
5.0301e-29
5.45603e-29
Estimating row 78 out of 625 for hessian
4.94127e-29
4.67748e-29
5.74709e-29
6.45569e-29
Estimating row 79 out of 625 for hessian
5.83756e-29
4.92724e-29
5.3472e-29
5.04683e-29
Estimating row 80 out of 625 for hessian
5.57392e-29
4.34483e-29
5.35134e-29
5.03749e-29
Estimating row 81 out of 625 for hessian
4.65271e-29
6.04876e-29
5.92892e-29
5.2864e-29
Estimating row 82 out of 625 for hessian
4.56714e-29
4.52198e-29
6.05512e-29
4.43969e-29
Estimating row 83 out of 625 for hessian
5.88908e-29
4.56139e-29
5.02754e-29
4.93705e-29
Estimating row 84 out of 625 for hessian
5.86022e-29
4.65138e-29
4.3383e-29
5.2076e-29
Estimating row 85 out of 625 for hessian
5.90685e-29
4.64234e-29
6.01078e-29
5.16233e-29
Estimating row 86 out of 625 for hessian
5.69753e-29
4.53371e-29
5.16229e-29
4.53464e-29
Estimating row 87 out of 625 for hessian
4.96712e-29
4.70655e-29
3.82828e-29
5.05053e-29
Estimating row 88 out of 625 for hessian
4.86989e-29
5.58369e-29
4.38907e-29
4.76954e-29
Estimating row 89 out of 625 for hessian
4.59749e-29
4.77345e-29
4.66655e-29
5.16461e-29
Estimating row 90 out of 625 for hessian
4.35552e-29
5.40864e-29
3.48902e-29
5.38857e-29
Estimating row 91 out of 625 for hessian
4.94538e-29
5.70528e-29
4.72462e-29
4.45265e-29
Estimating row 92 out of 625 for hessian
4.95121e-29
5.09241e-29
5.00754e-29
5.59647e-29
Estimating row 93 out of 625 for hessian
5.16663e-29
4.99894e-29
5.99154e-29
5.35061e-29
Estimating row 94 out of 625 for hessian
4.89266e-29
6.02332e-29
4.1568e-29
6.04387e-29
Estimating row 95 out of 625 for hessian
4.39838e-29
4.30363e-29
5.3377e-29
4.93748e-29
Estimating row 96 out of 625 for hessian
5.10791e-29
4.38498e-29
6.87768e-29
4.15326e-29
Estimating row 97 out of 625 for hessian
5.59635e-29
4.88093e-29
5.69342e-29
5.97674e-29
Estimating row 98 out of 625 for hessian
5.08698e-29
4.01126e-29
5.0181e-29
4.70989e-29
Estimating row 99 out of 625 for hessian
5.42864e-29
5.11963e-29
4.34932e-29
5.02882e-29
Estimating row 100 out of 625 for hessian
5.01465e-29
4.67961e-29
4.32243e-29
5.64055e-29
Estimating row 101 out of 625 for hessian
4.63079e-29
4.66644e-29
4.29398e-29
4.29996e-29
Estimating row 102 out of 625 for hessian
6.32334e-29
3.93406e-29
4.09632e-29
5.20676e-29
Estimating row 103 out of 625 for hessian
5.00953e-29
5.30307e-29
5.03814e-29
5.58773e-29
Estimating row 104 out of 625 for hessian
4.01247e-29
5.34888e-29
4.18149e-29
4.51038e-29
Estimating row 105 out of 625 for hessian
4.30553e-29
4.6669e-29
6.05214e-29
6.74627e-29
Estimating row 106 out of 625 for hessian
5.17694e-29
5.71982e-29
4.31405e-29
4.80359e-29
Estimating row 107 out of 625 for hessian
4.84832e-29
4.44489e-29
4.88538e-29
4.27836e-29
Estimating row 108 out of 625 for hessian
5.75855e-29
5.84756e-29
5.43866e-29
5.44949e-29
Estimating row 109 out of 625 for hessian
5.13452e-29
4.10681e-29
6.42965e-29
4.4573e-29
Estimating row 110 out of 625 for hessian
4.61742e-29
3.3527e-29
4.66371e-29
3.70301e-29
Estimating row 111 out of 625 for hessian
5.06963e-29
5.59533e-29
4.63998e-29
4.32578e-29
Estimating row 112 out of 625 for hessian
6.36323e-29
5.42332e-29
4.52647e-29
4.88113e-29
Estimating row 113 out of 625 for hessian
5.54275e-29
6.04235e-29
4.26937e-29
5.6052e-29
Estimating row 114 out of 625 for hessian
5.0365e-29
4.70621e-29
4.46301e-29
5.60796e-29
Estimating row 115 out of 625 for hessian
4.52162e-29
4.31119e-29
5.15774e-29
7.93707e-29
Estimating row 116 out of 625 for hessian
4.55706e-29
4.961e-29
4.58373e-29
4.46169e-29
Estimating row 117 out of 625 for hessian
5.62045e-29
4.93659e-29
5.14098e-29
4.80291e-29
Estimating row 118 out of 625 for hessian
5.06961e-29
5.05308e-29
4.86731e-29
6.99216e-29
Estimating row 119 out of 625 for hessian
4.63007e-29
4.84974e-29
5.35818e-29
4.89232e-29
Estimating row 120 out of 625 for hessian
4.98709e-29
4.77601e-29
4.62002e-29
4.66513e-29
Estimating row 121 out of 625 for hessian
4.30113e-29
6.05199e-29
4.34801e-29
5.08771e-29
Estimating row 122 out of 625 for hessian
4.57896e-29
5.09737e-29
4.82315e-29
4.60616e-29
Estimating row 123 out of 625 for hessian
5.15796e-29
4.50718e-29
4.33252e-29
5.26518e-29
Estimating row 124 out of 625 for hessian
4.97392e-29
4.93175e-29
5.4444e-29
5.73384e-29
Estimating row 125 out of 625 for hessian
5.01222e-29
5.26972e-29
4.3754e-29
5.12559e-29
Estimating row 126 out of 625 for hessian
5.4083e-29
4.99177e-29
4.72519e-29
5.60233e-29
Estimating row 127 out of 625 for hessian
4.81527e-29
4.51154e-29
4.93229e-29
3.89179e-29
Estimating row 128 out of 625 for hessian
5.78532e-29
5.5269e-29
6.61322e-29
4.11774e-29
Estimating row 129 out of 625 for hessian
5.15969e-29
3.77236e-29
4.32349e-29
4.32271e-29
Estimating row 130 out of 625 for hessian
4.94655e-29
4.84587e-29
5.58158e-29
4.04239e-29
Estimating row 131 out of 625 for hessian
4.56368e-29
4.89652e-29
5.37088e-29
4.7411e-29
Estimating row 132 out of 625 for hessian
5.58245e-29
4.13054e-29
5.0263e-29
4.3658e-29
Estimating row 133 out of 625 for hessian
3.65008e-29
5.29892e-29
4.13749e-29
5.15878e-29
Estimating row 134 out of 625 for hessian
4.4904e-29
5.95826e-29
5.8007e-29
4.70556e-29
Estimating row 135 out of 625 for hessian
5.76261e-29
4.58637e-29
4.52554e-29
4.45633e-29
Estimating row 136 out of 625 for hessian
5.34739e-29
3.91913e-29
4.96619e-29
6.04274e-29
Estimating row 137 out of 625 for hessian
3.69645e-29
5.28311e-29
4.56523e-29
4.9816e-29
Estimating row 138 out of 625 for hessian
5.49581e-29
3.63525e-29
4.73961e-29
4.23205e-29
Estimating row 139 out of 625 for hessian
4.94027e-29
4.90453e-29
4.74935e-29
5.07937e-29
Estimating row 140 out of 625 for hessian
5.37756e-29
5.94927e-29
5.55731e-29
6.0083e-29
Estimating row 141 out of 625 for hessian
4.14374e-29
4.92419e-29
4.5681e-29
4.52216e-29
Estimating row 142 out of 625 for hessian
5.15373e-29
5.70363e-29
5.55208e-29
4.48693e-29
Estimating row 143 out of 625 for hessian
4.55756e-29
4.74398e-29
5.74667e-29
4.7372e-29
Estimating row 144 out of 625 for hessian
4.65536e-29
4.83092e-29
4.29428e-29
4.45976e-29
Estimating row 145 out of 625 for hessian
4.88096e-29
5.21441e-29
4.25144e-29
4.46979e-29
Estimating row 146 out of 625 for hessian
4.70361e-29
5.21232e-29
4.12716e-29
4.77403e-29
Estimating row 147 out of 625 for hessian
5.55011e-29
5.2646e-29
5.34519e-29
5.31173e-29
Estimating row 148 out of 625 for hessian
5.56515e-29
4.54289e-29
4.63256e-29
4.96825e-29
Estimating row 149 out of 625 for hessian
4.49031e-29
4.3812e-29
5.2661e-29
4.7324e-29
Estimating row 150 out of 625 for hessian
4.90162e-29
5.96531e-29
4.79031e-29
4.20417e-29
Estimating row 151 out of 625 for hessian
5.45373e-29
5.33369e-29
6.4228e-29
5.39606e-29
Estimating row 152 out of 625 for hessian
5.10028e-29
4.09364e-29
5.76689e-29
4.15589e-29
Estimating row 153 out of 625 for hessian
6.66845e-29
4.21639e-29
4.58674e-29
4.25333e-29
Estimating row 154 out of 625 for hessian
5.2507e-29
5.75973e-29
4.79901e-29
6.40273e-29
Estimating row 155 out of 625 for hessian
4.9126e-29
4.5539e-29
4.62602e-29
4.33633e-29
Estimating row 156 out of 625 for hessian
4.80743e-29
5.22942e-29
5.63364e-29
5.29722e-29
Estimating row 157 out of 625 for hessian
4.60645e-29
5.43629e-29
5.1716e-29
5.04925e-29
Estimating row 158 out of 625 for hessian
6.00598e-29
6.10665e-29
4.60994e-29
4.51577e-29
Estimating row 159 out of 625 for hessian
4.19994e-29
5.00717e-29
4.82325e-29
5.15154e-29
Estimating row 160 out of 625 for hessian
5.42457e-29
6.47929e-29
4.88504e-29
4.85443e-29
Estimating row 161 out of 625 for hessian
5.25573e-29
3.88596e-29
5.11586e-29
4.67524e-29
Estimating row 162 out of 625 for hessian
4.25296e-29
5.25101e-29
5.04654e-29
4.42316e-29
Estimating row 163 out of 625 for hessian
5.51502e-29
3.89652e-29
5.28158e-29
7.38542e-29
Estimating row 164 out of 625 for hessian
5.20419e-29
6.71138e-29
4.75891e-29
5.90272e-29
Estimating row 165 out of 625 for hessian
3.83224e-29
4.08881e-29
4.91302e-29
4.73002e-29
Estimating row 166 out of 625 for hessian
5.06671e-29
4.25483e-29
4.83827e-29
5.90901e-29
Estimating row 167 out of 625 for hessian
4.45171e-29
4.74325e-29
5.50103e-29
5.21531e-29
Estimating row 168 out of 625 for hessian
5.06358e-29
4.5322e-29
4.55878e-29
5.01797e-29
Estimating row 169 out of 625 for hessian
4.36408e-29
5.96784e-29
4.84691e-29
3.77085e-29
Estimating row 170 out of 625 for hessian
4.54362e-29
6.1607e-29
6.63704e-29
3.19861e-29
Estimating row 171 out of 625 for hessian
4.98932e-29
5.08692e-29
4.06069e-29
4.82238e-29
Estimating row 172 out of 625 for hessian
4.46096e-29
6.20815e-29
5.35797e-29
4.54448e-29
Estimating row 173 out of 625 for hessian
4.52905e-29
5.46537e-29
5.46694e-29
4.9197e-29
Estimating row 174 out of 625 for hessian
4.82911e-29
4.91106e-29
4.40637e-29
4.43325e-29
Estimating row 175 out of 625 for hessian
4.01267e-29
5.19445e-29
4.19392e-29
4.24771e-29
Estimating row 176 out of 625 for hessian
4.25968e-29
6.76393e-29
4.72348e-29
5.39914e-29
Estimating row 177 out of 625 for hessian
4.84225e-29
4.8907e-29
4.64572e-29
5.77383e-29
Estimating row 178 out of 625 for hessian
4.85042e-29
5.29302e-29
5.71356e-29
4.55586e-29
Estimating row 179 out of 625 for hessian
3.89502e-29
4.22575e-29
5.24474e-29
4.72873e-29
Estimating row 180 out of 625 for hessian
5.55028e-29
6.208e-29
5.32509e-29
4.80281e-29
Estimating row 181 out of 625 for hessian
4.68006e-29
5.59624e-29
4.92139e-29
6.48118e-29
Estimating row 182 out of 625 for hessian
6.10004e-29
5.26538e-29
4.98082e-29
5.08697e-29
Estimating row 183 out of 625 for hessian
4.86239e-29
6.70115e-29
4.47415e-29
5.22033e-29
Estimating row 184 out of 625 for hessian
6.50299e-29
5.48925e-29
4.54772e-29
5.21632e-29
Estimating row 185 out of 625 for hessian
4.27733e-29
5.37314e-29
5.11297e-29
5.2733e-29
Estimating row 186 out of 625 for hessian
5.69745e-29
4.68893e-29
4.74803e-29
4.60976e-29
Estimating row 187 out of 625 for hessian
4.34748e-29
5.19365e-29
4.59502e-29
7.03021e-29
Estimating row 188 out of 625 for hessian
4.57536e-29
5.25623e-29
7.35285e-29
4.40067e-29
Estimating row 189 out of 625 for hessian
5.55181e-29
3.91316e-29
4.45709e-29
4.24967e-29
Estimating row 190 out of 625 for hessian
5.37283e-29
5.9481e-29
5.73432e-29
4.80363e-29
Estimating row 191 out of 625 for hessian
5.14464e-29
5.60644e-29
4.67407e-29
5.31444e-29
Estimating row 192 out of 625 for hessian
6.68597e-29
3.39037e-29
4.10068e-29
5.66122e-29
Estimating row 193 out of 625 for hessian
5.3594e-29
7.03353e-29
4.48299e-29
3.8405e-29
Estimating row 194 out of 625 for hessian
3.97736e-29
4.87429e-29
4.63747e-29
5.02003e-29
Estimating row 195 out of 625 for hessian
5.77992e-29
5.40905e-29
4.83117e-29
4.03361e-29
Estimating row 196 out of 625 for hessian
4.33119e-29
5.13208e-29
5.11011e-29
4.87703e-29
Estimating row 197 out of 625 for hessian
5.48022e-29
6.34721e-29
4.79547e-29
4.49032e-29
Estimating row 198 out of 625 for hessian
5.1403e-29
6.83062e-29
5.95532e-29
4.9321e-29
Estimating row 199 out of 625 for hessian
5.50825e-29
5.42477e-29
4.17409e-29
5.55688e-29
Estimating row 200 out of 625 for hessian
4.84439e-29
5.33239e-29
5.10974e-29
4.676e-29
Estimating row 201 out of 625 for hessian
5.28087e-29
5.36852e-29
4.86374e-29
4.3437e-29
Estimating row 202 out of 625 for hessian
4.91103e-29
4.47914e-29
5.48692e-29
4.5198e-29
Estimating row 203 out of 625 for hessian
4.86399e-29
6.28807e-29
5.76969e-29
5.39358e-29
Estimating row 204 out of 625 for hessian
5.86936e-29
5.7328e-29
5.82804e-29
5.75979e-29
Estimating row 205 out of 625 for hessian
5.49974e-29
5.44736e-29
4.94707e-29
5.74181e-29
Estimating row 206 out of 625 for hessian
5.86156e-29
5.42842e-29
4.79501e-29
4.30575e-29
Estimating row 207 out of 625 for hessian
5.92274e-29
4.12328e-29
5.13527e-29
4.62463e-29
Estimating row 208 out of 625 for hessian
4.22855e-29
5.01426e-29
4.80095e-29
5.00694e-29
Estimating row 209 out of 625 for hessian
5.36626e-29
5.14786e-29
5.39235e-29
4.73278e-29
Estimating row 210 out of 625 for hessian
5.4797e-29
4.80905e-29
5.30787e-29
3.96197e-29
Estimating row 211 out of 625 for hessian
4.51692e-29
4.75788e-29
5.00496e-29
3.76172e-29
Estimating row 212 out of 625 for hessian
4.69207e-29
5.025e-29
4.76283e-29
5.90458e-29
Estimating row 213 out of 625 for hessian
4.76816e-29
4.92253e-29
5.08848e-29
5.14608e-29
Estimating row 214 out of 625 for hessian
4.52421e-29
5.2995e-29
4.65932e-29
5.45202e-29
Estimating row 215 out of 625 for hessian
5.222e-29
5.83884e-29
4.59196e-29
4.78092e-29
Estimating row 216 out of 625 for hessian
4.94951e-29
5.81454e-29
5.21329e-29
5.31154e-29
Estimating row 217 out of 625 for hessian
3.98234e-29
6.32287e-29
5.02436e-29
5.62259e-29
Estimating row 218 out of 625 for hessian
5.00499e-29
4.19407e-29
5.07354e-29
3.72949e-29
Estimating row 219 out of 625 for hessian
5.35517e-29
4.06307e-29
5.28801e-29
4.53638e-29
Estimating row 220 out of 625 for hessian
4.62942e-29
4.50757e-29
4.20641e-29
4.29421e-29
Estimating row 221 out of 625 for hessian
4.2371e-29
3.44332e-29
5.37771e-29
6.67236e-29
Estimating row 222 out of 625 for hessian
4.44214e-29
4.29002e-29
5.64977e-29
6.6475e-29
Estimating row 223 out of 625 for hessian
5.23772e-29
4.71961e-29
4.20977e-29
4.61821e-29
Estimating row 224 out of 625 for hessian
4.72177e-29
6.22467e-29
5.77607e-29
5.91858e-29
Estimating row 225 out of 625 for hessian
5.69415e-29
4.91722e-29
3.8727e-29
4.00265e-29
Estimating row 226 out of 625 for hessian
5.28817e-29
4.58815e-29
4.51846e-29
3.96095e-29
Estimating row 227 out of 625 for hessian
5.43021e-29
5.85908e-29
4.77612e-29
5.03529e-29
Estimating row 228 out of 625 for hessian
4.29615e-29
4.94976e-29
5.03868e-29
4.77744e-29
Estimating row 229 out of 625 for hessian
5.15657e-29
4.42078e-29
4.64904e-29
3.86853e-29
Estimating row 230 out of 625 for hessian
5.48471e-29
4.17487e-29
5.31141e-29
5.00442e-29
Estimating row 231 out of 625 for hessian
5.83475e-29
4.80482e-29
4.31391e-29
5.33192e-29
Estimating row 232 out of 625 for hessian
5.33833e-29
4.79137e-29
4.3765e-29
4.16731e-29
Estimating row 233 out of 625 for hessian
5.10723e-29
4.98675e-29
4.927e-29
4.08283e-29
Estimating row 234 out of 625 for hessian
4.39522e-29
5.9969e-29
4.96344e-29
4.55281e-29
Estimating row 235 out of 625 for hessian
6.08222e-29
4.78803e-29
6.40933e-29
4.60745e-29
Estimating row 236 out of 625 for hessian
4.91763e-29
4.2008e-29
3.79154e-29
5.18119e-29
Estimating row 237 out of 625 for hessian
5.48957e-29
6.13017e-29
5.65573e-29
4.60154e-29
Estimating row 238 out of 625 for hessian
5.31961e-29
5.0566e-29
6.04204e-29
4.16506e-29
Estimating row 239 out of 625 for hessian
4.36503e-29
6.06063e-29
5.24106e-29
5.28231e-29
Estimating row 240 out of 625 for hessian
5.72633e-29
4.76424e-29
4.9766e-29
5.20601e-29
Estimating row 241 out of 625 for hessian
6.45746e-29
5.42484e-29
4.93637e-29
4.88929e-29
Estimating row 242 out of 625 for hessian
5.87365e-29
4.94176e-29
5.08264e-29
6.31024e-29
Estimating row 243 out of 625 for hessian
4.94037e-29
5.24731e-29
4.91007e-29
4.6536e-29
Estimating row 244 out of 625 for hessian
3.73705e-29
7.22572e-29
5.66741e-29
6.69391e-29
Estimating row 245 out of 625 for hessian
4.01281e-29
4.46081e-29
5.58479e-29
4.41644e-29
Estimating row 246 out of 625 for hessian
5.27385e-29
4.26092e-29
4.99212e-29
5.459e-29
Estimating row 247 out of 625 for hessian
4.83776e-29
4.29967e-29
4.77921e-29
5.17777e-29
Estimating row 248 out of 625 for hessian
4.6502e-29
4.03521e-29
4.15657e-29
4.07122e-29
Estimating row 249 out of 625 for hessian
5.5725e-29
4.90895e-29
4.65172e-29
5.48423e-29
Estimating row 250 out of 625 for hessian
6.45971e-29
4.42214e-29
5.03399e-29
4.81461e-29
Estimating row 251 out of 625 for hessian
5.17402e-29
5.66752e-29
4.96076e-29
5.4623e-29
Estimating row 252 out of 625 for hessian
5.28437e-29
4.54192e-29
4.71013e-29
4.09855e-29
Estimating row 253 out of 625 for hessian
4.37341e-29
5.42633e-29
4.69979e-29
5.39298e-29
Estimating row 254 out of 625 for hessian
5.64843e-29
5.36725e-29
5.57905e-29
5.16517e-29
Estimating row 255 out of 625 for hessian
5.4862e-29
5.70729e-29
6.17739e-29
5.26627e-29
Estimating row 256 out of 625 for hessian
5.60369e-29
5.56259e-29
4.28281e-29
3.59112e-29
Estimating row 257 out of 625 for hessian
4.04291e-29
4.94832e-29
4.18245e-29
4.06019e-29
Estimating row 258 out of 625 for hessian
4.62501e-29
4.41568e-29
5.56157e-29
4.06311e-29
Estimating row 259 out of 625 for hessian
5.36969e-29
5.23015e-29
4.35954e-29
5.99192e-29
Estimating row 260 out of 625 for hessian
4.66725e-29
4.68959e-29
5.31861e-29
5.95713e-29
Estimating row 261 out of 625 for hessian
5.78092e-29
5.31624e-29
4.62349e-29
6.55892e-29
Estimating row 262 out of 625 for hessian
5.14748e-29
5.96139e-29
6.33218e-29
6.11284e-29
Estimating row 263 out of 625 for hessian
4.58466e-29
6.10773e-29
4.00335e-29
4.93944e-29
Estimating row 264 out of 625 for hessian
4.5159e-29
6.55645e-29
5.70805e-29
4.81425e-29
Estimating row 265 out of 625 for hessian
4.8128e-29
